formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded,Model_Predicted_BG,Error
CsInI3,8.811141635,8.811141635,8.811141635,0.0565,1.81,0.94,1.273333333,0.79,1.78,2.66,0.471598338,0.299,3.059046537,0.985199639,0.738219895,483.7060833,4.314785346,0.88,0.738219895,0.0,0.112178739,2.643045674,-1.139306727,1,Other,1,1,2.1498471813662596,2.0933471813662594
CsInI3,11.00212174,10.85624116,11.05191257,1.4872,1.81,0.94,1.273333333,0.79,1.78,2.66,0.471598338,0.299,3.059046537,0.985199639,0.738219895,1195.919015,3.490349923,0.88,0.738219895,0.009269931,0.045372252,4.568434054,-1.610603582,1,Other,1,1,2.1179772114707807,0.6307772114707806
CsMgBr3,7.64834679,7.648346799,6.50988533,4.0445,1.81,0.86,0.8825,0.79,1.31,2.96,0.471598338,-0.42,3.3635883,1.092781957,0.974504249,329.7912236,3.997105991,1.65,0.974504249,0.090425605,0.109583174,1.41623557,-1.147860121,1,Other,1,1,1.9335222468308952,-2.110977753169105
CsMgCl3,7.29291267,7.292912737,6.18159097,5.1261,1.81,0.86,0.78,0.79,1.31,3.16,0.471598338,-0.42,3.61272528,1.116879981,1.102564103,284.7298034,3.074264559,1.85,1.102564103,0.092686816,0.117536493,1.100803125,-1.061902427,0,Other,1,1,2.0905833215273337,-3.0355166784726664
CsMgI3,8.29721548,8.297214955,7.03483124,3.152,1.81,0.86,1.273333333,0.79,1.31,2.66,0.471598338,-0.42,3.059046537,1.022144625,0.67539267,419.4199024,4.259423944,1.35,0.67539267,0.092534131,0.127430056,1.980267697,-1.322342619,1,Other,1,1,1.574195732707804,-1.5778042672921961
CsMnCl3,10.06014829,10.06014743,10.06014844,1.4829,1.81,0.8775,0.78,0.79,1.55,3.16,0.471598338,-0.52,3.61272528,1.105087884,1.125,422.3155462,3.470400823,1.61,1.125,5.43e-08,0.079637421,3.766629156,-1.418847169,0,Other,1,1,2.4201905280481353,0.9372905280481352
CsMnF3,6.21865967,6.218659678,15.0791449,3.4556,1.81,0.8775,0.705,0.79,1.55,3.98,0.471598338,-0.52,3.401189824,1.123944487,1.244680851,505.0130044,4.830341797,2.43,1.244680851,0.557731926,0.063507303,1.717888284,1.532940753,0,Other,1,1,2.301346411234063,-1.154253588765937
CsNO3,5.55043639,5.07934978,6.15494142,3.0919,1.81,0.63,1.26,0.79,3.04,3.44,0.471598338,-0.07,1.461112979,1.148754331,0.5,173.5238498,3.730395034,0.4,0.5,0.096368531,0.29404201,-0.366948215,-0.243190245,0,Other,1,1,1.774726145804956,-1.317173854195044
CsNO3,9.304298,9.304298,9.304298,3.2764,1.81,0.63,1.26,0.79,3.04,3.44,0.471598338,-0.07,1.461112979,1.148754331,0.5,805.4727175,3.214571983,0.4,0.5,0.0,0.063345785,3.086680211,-1.249680187,0,Other,1,1,1.9570244065682512,-1.319375593431749
CsNO3,10.84690041,10.84480427,7.680832796,3.2965,1.81,0.63,1.26,0.79,3.04,3.44,0.471598338,-0.07,1.461112979,1.148754331,0.5,782.5278762,3.722431332,0.4,0.5,0.18663609,0.065203174,3.970856164,-2.342356415,0,Other,1,1,1.7842206616911522,-1.5122793383088478
CsNaF3,4.158445,7.002554,13.573251,0.0295,1.81,1.16,0.705,0.79,0.93,3.98,0.471598338,0.54792625,3.401189824,0.953695523,1.645390071,395.2494813,3.577617621,3.05,1.645390071,0.585677047,0.090525093,0.995313889,1.982380115,1,Other,1,1,1.896444307810452,1.866944307810452
CsNaF3,4.48507393,6.66062971,12.05630997,0.9959,1.81,1.16,0.705,0.79,0.93,3.98,0.471598338,0.54792625,3.401189824,0.953695523,1.645390071,360.1631712,3.926141321,3.05,1.645390071,0.504017929,0.09934385,0.751283991,1.507502842,1,Other,1,1,1.8585173065003204,0.8626173065003204
CsNbO3,4.170919,4.170919,4.170919,1.2762,1.81,0.82,1.26,0.79,1.6,3.44,0.471598338,0.917407,1.461112979,1.043820041,0.650793651,72.55966476,6.266184612,1.84,0.650793651,0.0,0.72058591,-1.53121459,-0.100777239,1,Other,1,1,1.610461834711935,0.33426183471193505
CsNiCl3,7.20877398,7.208780297,5.94015344,0.8049,1.81,0.74,0.78,0.79,1.91,3.16,0.471598338,1.1571612,3.61272528,1.205054716,0.948717949,267.3322484,3.701541106,1.25,0.948717949,0.107935566,0.121568707,1.000137653,-1.080211008,0,Other,1,1,1.8448334136722822,1.0399334136722822
CsPO3,4.30527062,6.812608573,13.8045881,5.4223,1.81,0.55,1.26,0.79,2.19,3.44,0.471598338,0.74660911,1.461112979,1.199528003,0.436507937,371.0290178,3.793026488,1.25,0.436507937,0.592589637,0.136573731,1.017345242,1.986350594,0,Other,1,1,1.9281862872787048,-3.494113712721295
CsPO3,4.58139663,6.50273785,13.32108231,5.0865,1.81,0.55,1.26,0.79,2.19,3.44,0.471598338,0.74660911,1.461112979,1.199528003,0.436507937,396.8566391,3.546174497,1.25,0.436507937,0.564569174,0.127685447,0.930274427,1.774564431,0,Other,1,1,1.9436698640902528,-3.1428301359097475
CsPaO3,4.42986213,4.42986213,4.42986213,2.973,1.81,1.04,1.26,0.79,1.5,3.44,0.471598338,0.55,1.461112979,0.943976385,0.825396825,86.9301902,7.868862178,1.94,0.825396825,0.0,0.629099354,-1.298274038,-0.158731371,1,Other,1,1,1.964343445929346,-1.0086565540706538
CsPbBr,6.3,6.3,6.3,2.268235294,1.67,1.19,1.96,0.79,2.33,2.96,0.47,0.36,3.36,0.814979457,0.607142857,250.047,3.85048833,0.63,0.607142857,0.0,0.484656296,0.384068128,-0.577287436,1,Pb,1,2,1.966969384481662,-0.3012659095183381
CsPbBr3,4.60907397,9.84551805,16.95083421,2.8808,1.81,1.1225,0.8825,0.79,2.33,2.96,0.471598338,0.3567212,3.3635883,0.949712,1.271954674,769.2071757,5.006763123,0.63,1.271954674,0.591721151,0.051221192,2.742575382,2.452703812,1,Pb,1,2,2.453540132712173,-0.4272598672878267
CsPbBr3,5.94863632,5.94862291,5.94863323,1.7819,1.81,1.1225,0.8825,0.79,2.33,2.96,0.471598338,0.3567212,3.3635883,0.949712,1.271954674,210.4994913,4.573928063,0.63,1.271954674,1.18e-06,0.187172465,0.067982316,-0.498648693,1,Pb,1,2,2.3309449556852053,0.5490449556852053
CsPbBr3,8.10107841,8.45384704,11.87891123,2.0121,1.81,1.1225,0.8825,0.79,2.33,2.96,0.471598338,0.3567212,3.3635883,0.949712,1.271954674,813.5305348,4.733981033,0.63,1.271954674,0.220170614,0.048430522,2.733518499,-0.106093712,1,Pb,1,2,2.4062701009373497,0.3941701009373495
CsPbBr3,8.19814187,8.19814187,8.373861777,1.8178,1.81,1.1225,0.8825,0.79,2.33,2.96,0.471598338,0.3567212,3.3635883,0.949712,1.271954674,406.1413352,4.741253583,0.63,1.271954674,0.012287203,0.097009846,2.119505463,-0.960622368,1,Pb,1,2,2.4173361534835727,0.5995361534835726
CsPbBr3,8.216920344,8.216920344,6.03736639,1.955,1.81,1.1225,0.8825,0.79,2.33,2.96,0.471598338,0.3567212,3.3635883,0.949712,1.271954674,407.6294025,4.723945449,0.63,1.271954674,0.167997125,0.096655708,1.762394735,-1.520922042,1,Pb,1,2,2.335450730204648,0.38045073020464804
CsPbCl3,5.676943643,5.676943643,5.676942959,2.3105,1.81,1.1225,0.78,0.79,2.33,3.16,0.471598338,0.3567212,3.61272528,0.962776961,1.439102564,182.9464878,4.052396268,0.83,1.439102564,6.95e-08,0.200748769,-0.176422199,-0.437841185,1,Pb,1,2,2.2463106074893973,-0.06418939251060296
CsPbCl3,5.67984477,5.67984477,5.67984477,2.1878,1.81,1.1225,0.78,0.79,2.33,3.16,0.471598338,0.3567212,3.61272528,0.962776961,1.439102564,183.2354081,4.046006565,0.83,1.439102564,0.0,0.200432234,-0.173812288,-0.438490325,1,Pb,1,2,2.2403798818824607,0.052579881882460544
CsPbCl3,5.75527897,11.13722107,7.875528607,2.7365,1.81,1.1225,0.78,0.79,2.33,3.16,0.471598338,0.3567212,3.61272528,0.962776961,1.439102564,356.9651387,4.153748274,0.83,1.439102564,0.328375324,0.102884787,2.203909338,-0.224491627,1,Pb,1,2,2.2412062896222795,-0.4952937103777204
CsPbCl3,5.76356648,11.13439393,7.867505357,2.413,1.81,1.1225,0.78,0.79,2.33,3.16,0.471598338,0.3567212,3.61272528,0.962776961,1.439102564,356.7507446,4.156244523,0.83,1.439102564,0.327833557,0.102946617,2.204699623,-0.229640515,1,Pb,1,2,2.2412062896222795,-0.1717937103777203
CsPbF3,4.83141123,4.83141123,4.83141123,2.9083,1.81,1.1225,0.705,0.79,2.33,3.98,0.471598338,0.3567212,3.401189824,0.973265198,1.592198582,112.7773832,5.846927311,1.65,1.592198582,0.0,0.311819392,-0.937047739,-0.248602184,1,Pb,1,2,1.8440914115526497,-1.0642085884473504
CsPbF3,6.66475513,6.664755298,6.664756089,3.3374,1.81,1.1225,0.705,0.79,2.33,3.98,0.471598338,0.3567212,3.401189824,0.973265198,1.592198582,220.0277735,5.993799341,1.65,1.592198582,7.68e-08,0.159826073,0.712195452,-0.658923163,1,Pb,1,2,1.9075671363757798,-1.4298328636242204
CsPbI3,4.84714164,10.65044663,18.03119927,2.5181,1.81,1.1225,1.273333333,0.79,2.33,2.66,0.471598338,0.3567212,3.059046537,0.910153127,0.881544503,930.8466583,5.143480377,0.33,0.881544503,0.591229699,0.060919638,3.298316566,2.569885099,1,Pb,1,2,2.299958336714219,-0.2181416632857811
CsPbI3,6.27514229,6.27514229,6.27514229,1.4785,1.81,1.1225,1.273333333,0.79,2.33,2.66,0.471598338,0.3567212,3.059046537,0.910153127,0.881544503,247.0988555,4.844004144,0.33,0.881544503,1.73e-16,0.229490505,0.361706582,-0.571724025,1,Pb,1,2,2.315093221492115,0.836593221492115
CsPbI3,8.853381,8.930536,12.757759,1.6421,1.81,1.1225,1.273333333,0.79,2.33,2.66,0.471598338,0.3567212,3.059046537,0.910153127,0.881544503,1008.6978,4.746507349,0.33,0.881544503,0.219266388,0.056217869,3.329322793,-0.230775743,1,Pb,1,2,2.2452880500667027,0.6031880500667028
CsPdCl3,9.731227933,9.731118095,9.731146617,1.4655,1.81,0.84625,0.78,0.79,2.2,3.16,0.471598338,0.5621412,3.61272528,1.12632324,1.084935897,636.5232181,3.60723707,0.96,1.084935897,5.86e-06,0.052378892,3.470685466,-1.345245187,0,Other,1,1,2.1279445462928264,0.6624445462928263
CsSO3,5.038275367,5.038275367,5.038275321,0.4314,1.81,0.88,1.26,0.79,2.58,3.44,0.471598338,2.07710426,1.461112979,1.014554059,0.698412698,119.7533624,2.953092585,0.86,0.698412698,5.23e-09,0.441160477,-0.750956514,-0.294900514,1,Other,1,1,2.0718655360197724,1.6404655360197724
CsSO3,6.33106207,6.33106359,11.60598051,5.1115,1.81,0.88,1.26,0.79,2.58,3.44,0.471598338,2.07710426,1.461112979,1.014554059,0.698412698,402.8707197,3.511228284,0.86,0.698412698,0.376478715,0.131134997,1.249637287,0.661206123,1,Other,1,1,1.7739071795039314,-3.337592820496069
CsSeBr3,5.53489269,7.919903069,9.00691026,1.833,1.81,1.013333333,0.8825,0.79,2.55,2.96,0.471598338,2.020604712,3.3635883,1.004398713,1.148253069,388.5219371,3.860075475,0.41,1.148253069,0.237201887,0.097378927,1.121542645,0.294190933,1,Other,1,1,2.204050208663337,0.37105020866333693
CsSeBr3,9.321875,6.046609,7.684067645,1.2544,1.81,1.013333333,0.8825,0.79,2.55,2.96,0.471598338,2.020604712,3.3635883,1.004398713,1.148253069,427.3355104,3.509476663,0.41,1.148253069,0.213117363,0.088534298,1.641608582,-1.476167025,1,Other,1,1,2.1505694730284524,0.8961694730284524
CsSiI3,6.133592124,6.133592124,6.133591975,0.832,1.81,0.54,1.273333333,0.79,1.9,2.66,0.471598338,1.38952128,3.059046537,1.202523088,0.42408377,230.122303,3.908883423,0.76,0.42408377,1.4e-08,0.223541914,0.234370592,-0.540043679,0,Other,1,1,1.7870870620145143,0.9550870620145143
CsSiTe3,8.285141902,8.285141902,13.56096589,1.2613,1.81,0.54,1.293333333,0.79,1.9,2.1,0.471598338,1.38952128,1.9708757,1.197119712,0.417525773,808.5318751,4.467287673,0.2,0.417525773,0.303273023,0.065159796,3.00763536,0.224076867,0,Other,1,1,2.088374415020164,0.8270744150201639
CsSnBr,6.12,6.12,6.12,1.78,1.67,1.1,1.96,0.79,1.96,2.96,0.47,1.11,3.36,0.838949441,0.56122449,229.220928,3.559194704,1.0,0.56122449,0.0,0.522218264,0.222143387,-0.537001587,1,Sn,1,3,1.9158222888824705,0.1358222888824705
CsSnBr3,5.83900561,5.83900561,5.83900561,0.5984,1.81,0.83,0.8825,0.79,1.96,2.96,0.471598338,1.1120702,3.3635883,1.111925583,0.940509915,199.0749785,4.098297207,1.0,0.940509915,0.0,0.180185173,-0.030634079,-0.474112156,0,Sn,1,3,2.2205452518494133,1.6221452518494133
CsSnBr3,8.1224956,8.22973192,11.71381062,0.9682,1.81,0.83,0.8825,0.79,1.96,2.96,0.471598338,1.1120702,3.3635883,1.111925583,0.940509915,783.0209315,4.167798819,1.0,0.940509915,0.218398537,0.045810218,2.633147681,-0.142620044,0,Sn,1,3,2.3834693508243414,1.4152693508243415
CsSnCl3,5.56478593,5.56478593,5.56478593,0.9787,1.81,0.83,0.78,0.79,1.96,3.16,0.471598338,1.1120702,3.61272528,1.137691409,1.064102564,172.3238491,3.449496777,1.2,1.064102564,0.0,0.192642709,-0.277317137,-0.412738975,0,Sn,1,3,2.3477381068380363,1.3690381068380364
CsSnCl3,5.799722939,7.49022164,16.31739822,2.9154,1.81,0.83,0.78,0.79,1.96,3.16,0.471598338,1.1120702,3.61272528,1.137691409,1.064102564,707.7549034,3.359527765,1.2,1.064102564,0.572288824,0.046904561,2.223959204,1.93325547,0,Sn,1,3,2.4107091819620803,-0.5046908180379197
CsSnF3,4.772341,4.915838992,5.04052016,3.099,1.81,0.83,0.705,0.79,1.96,3.98,0.471598338,1.1120702,3.401189824,1.158724528,1.177304965,117.742929,4.352363781,2.02,1.177304965,0.027334298,0.268694064,-0.894990377,-0.179254282,0,Sn,1,3,2.234061485864192,-0.8649385141358081
CsSnF3,6.639187687,6.639187687,6.639186762,3.828,1.81,0.83,0.705,0.79,1.96,3.98,0.471598338,1.1120702,3.401189824,1.158724528,1.177304965,227.8023763,4.499163426,2.02,1.177304965,8.05e-08,0.138878385,0.689195083,-0.653201343,0,Sn,1,3,2.27906390064283,-1.54893609935717
CsSnF3,6.669265,4.961346,15.32983109,3.7852,1.81,0.83,0.705,0.79,1.96,3.98,0.471598338,1.1120702,3.401189824,1.158724528,1.177304965,483.0227061,4.243776148,2.02,1.177304965,0.618594609,0.065497596,1.465325027,1.470483318,0,Sn,1,3,2.2613850444845074,-1.5238149555154927
CsSnF3,6.68576753,4.506113951,15.17194424,4.1665,1.81,0.83,0.705,0.79,1.96,3.98,0.471598338,1.1120702,3.401189824,1.158724528,1.177304965,436.5237294,4.695827743,2.02,1.177304965,0.641230758,0.07247447,1.279526541,1.449257019,0,Sn,1,3,2.2613850444845074,-1.9051149555154927
CsSnI3,4.78277107,10.59766711,17.96459847,2.0632,1.81,0.83,1.273333333,0.79,1.96,2.66,0.471598338,1.1120702,3.059046537,1.03672355,0.651832461,910.5575124,4.612588503,0.7,0.651832461,0.594342511,0.058401025,3.244305442,2.583184418,1,Sn,1,3,2.047327858852491,-0.015872141147509122
CsSnI3,6.286228,6.286228,6.286228,0.45,1.81,0.83,1.273333333,0.79,1.96,2.66,0.471598338,1.1120702,3.059046537,1.03672355,0.651832461,248.4107501,4.226897499,0.7,0.651832461,0.0,0.214070817,0.371679086,-0.574205121,1,Sn,1,3,1.96037859082983,1.51037859082983
CsSnI3,6.36120441,8.66038717,8.66038717,0.5537,1.81,0.83,1.273333333,0.79,1.96,2.66,0.471598338,1.1120702,3.059046537,1.03672355,0.651832461,477.1049993,4.40157525,0.7,0.651832461,0.168157458,0.111458677,1.647171556,-0.163359348,1,Sn,1,3,2.0360949714593057,1.4823949714593057
CsSnI3,8.67777634,8.72973079,12.62389428,0.6175,1.81,0.83,1.273333333,0.79,1.96,2.66,0.471598338,1.1120702,3.059046537,1.03672355,0.651832461,956.3187093,4.391869647,0.7,0.651832461,0.226107667,0.055606454,3.168740807,-0.180355556,1,Sn,1,3,2.0111791650086066,1.3936791650086064
CsSnS3,6.806630875,7.512150706,7.708016994,1.6557,1.81,0.83,0.88,0.79,1.96,2.58,0.471598338,1.1120702,2.07710426,1.112517267,0.943181818,322.2707978,3.584270415,0.62,0.943181818,0.064571199,0.11107791,1.241623313,-0.51321119,0,Sn,1,3,2.2056196579663214,0.5499196579663215
CsSnSe3,7.160679364,7.595218796,8.107192891,1.0499,1.81,0.83,1.013333333,0.79,1.96,2.55,0.471598338,1.1120702,2.020604712,1.083200544,0.819078947,362.3350635,4.477434637,0.59,0.819078947,0.062168022,0.11124867,1.46793545,-0.568215377,1,Sn,1,3,2.2368888698005827,1.1869888698005826
CsSnSe3,7.214481837,8.113777919,8.117159135,1.1896,1.81,0.83,1.013333333,0.79,1.96,2.55,0.471598338,1.1120702,2.020604712,1.083200544,0.819078947,385.7905263,4.205213588,0.59,0.819078947,0.066561531,0.104484925,1.679767797,-0.613898963,1,Sn,1,3,2.304083088099045,1.1144830880990448
CsSrBr3,4.554085013,7.888814629,11.54804055,4.5637,1.81,1.32,0.8825,0.79,0.95,2.96,0.471598338,0.052066,3.3635883,0.864550538,1.495750708,397.175298,3.848387715,2.01,1.495750708,0.437444153,0.10853985,1.146683847,1.297663649,1,Other,1,1,1.8843761204329381,-2.679323879567062
CsSrBr3,5.968694843,5.973740097,5.969721983,4.1683,1.81,1.32,0.8825,0.79,0.95,2.96,0.471598338,0.052066,3.3635883,0.864550538,1.495750708,212.8528133,3.590472952,2.01,1.495750708,0.000446562,0.202531254,0.08804485,-0.503148274,1,Other,1,1,1.6249084143152381,-2.543391585684762
CsSrBr3,8.21232242,8.50669965,11.79237493,4.5563,1.81,1.32,0.8825,0.79,0.95,2.96,0.471598338,0.052066,3.3635883,0.864550538,1.495750708,823.8124855,3.710758369,2.01,1.495750708,0.209118773,0.052329077,2.780777241,-0.174762223,1,Other,1,1,1.735626419883439,-2.820673580116561
CsSrCl3,5.67282446,5.67282446,5.67282446,4.97,1.81,1.32,0.78,0.79,0.95,3.16,0.471598338,0.052066,3.61272528,0.87223008,1.692307692,182.5568086,2.973345157,2.21,1.692307692,0.0,0.221497741,-0.180127632,-0.436919108,1,Other,1,1,1.5952765794495911,-3.3747234205504086
CsSrCl3,5.675257343,5.675257343,5.674353518,5.0049,1.81,1.32,0.78,0.79,0.95,3.16,0.471598338,0.052066,3.61272528,0.87223008,1.692307692,182.7618273,2.970009715,2.21,1.692307692,9.2e-05,0.221249269,-0.178082576,-0.437677012,1,Other,1,1,1.5952765794495911,-3.409623420550409
CsSrCl3,7.86750071,7.86750071,5.75739201,5.0045,1.81,1.32,0.78,0.79,0.95,3.16,0.471598338,0.052066,3.61272528,0.87223008,1.692307692,356.3685601,3.04630915,2.21,1.692307692,0.170051581,0.113466577,1.459090653,-1.426321821,1,Other,1,1,1.5784950743406103,-3.42600492565939
CsSrCl3,7.87290647,8.03044119,11.26828583,5.3123,1.81,1.32,0.78,0.79,0.95,3.16,0.471598338,0.052066,3.61272528,0.87223008,1.692307692,712.4138479,3.047691474,2.21,1.692307692,0.211595618,0.056759033,2.395949282,-0.135542014,1,Other,1,1,1.7149445632692504,-3.597355436730749
CsSrCl3,7.926297182,7.926296606,7.926297108,5.2868,1.81,1.32,0.78,0.79,0.95,3.16,0.471598338,0.052066,3.61272528,0.87223008,1.692307692,360.0128133,3.015472686,2.21,1.692307692,3.95e-08,0.112318004,1.847055403,-0.941269439,1,Other,1,1,1.689505398804175,-3.5972946011958253
CsSrI3,6.472272848,6.472272848,6.464808663,3.6132,1.81,1.32,1.273333333,0.79,0.95,2.66,0.471598338,0.052066,3.059046537,0.840838766,1.036649215,270.8121737,3.686616465,1.71,1.036649215,0.000666089,0.223093663,0.537856395,-0.617606216,1,Other,1,1,1.7327570571795827,-1.8804429428204172
CsSrI3,8.487576926,8.487576926,12.32933082,3.959,1.81,1.32,1.273333333,0.79,0.95,2.66,0.471598338,0.052066,3.059046537,0.840838766,1.036649215,489.1695303,4.081941154,1.71,1.036649215,0.227068075,0.123508265,2.962020427,-0.159824288,1,Other,1,1,1.8021621171556386,-2.1568378828443615
CsTaO3,4.144158,4.144158,4.144158,1.8627,1.81,0.82,1.26,0.79,1.5,3.44,0.471598338,0.32885923,1.461112979,1.043820041,0.650793651,71.17195817,8.442490841,1.94,0.650793651,0.0,0.734635851,-1.555288301,-0.094787852,1,Other,1,1,1.4678152750514963,-0.3948847249485037
CsTaS3,7.427573231,7.427573231,6.03641524,0.5151,1.81,0.82,0.88,0.79,1.5,2.58,0.471598338,0.32885923,2.07710426,1.119061486,0.931818182,288.4055194,4.721832479,1.08,0.931818182,0.115336343,0.123824383,1.177504962,-1.158112173,0,Other,1,1,1.792233633351801,1.2771336333518009
CsTaSe3,6.20693143,7.68985284,13.33275792,0.0868,1.81,0.82,1.013333333,0.79,1.5,2.55,0.471598338,0.32885923,2.020604712,1.089108911,0.809210526,636.3777258,5.748247784,1.05,0.809210526,0.41423944,0.063207371,1.97556716,1.051681533,1,Other,1,1,2.0647767001937205,1.9779767001937205
CsTaSe3,7.684374984,7.684374984,6.18527967,0.1213,1.81,0.82,1.013333333,0.79,1.5,2.55,0.471598338,0.32885923,2.020604712,1.089108911,0.809210526,316.3057637,5.782469482,1.05,0.809210526,0.120465142,0.127167342,1.391379363,-1.24107181,1,Other,1,1,1.8672522518597412,1.7459522518597412
CsTeSe3,6.867251,7.711609,13.81637211,0.9842,1.81,1.293333333,1.013333333,0.79,2.1,2.55,0.471598338,1.9708757,2.020604712,0.865621244,1.276315789,727.4769216,4.541328801,0.45,1.276315789,0.400620826,0.064574027,2.30740267,0.894176427,1,Other,1,1,2.1945232485116413,1.2103232485116413
CsTlBr3,8.270435931,8.270435931,8.270435931,0.9985,1.81,1.3325,0.8825,0.79,1.62,2.96,0.471598338,0.32005319,3.3635883,0.859671585,1.509915014,400.0094091,4.790548763,1.34,1.509915014,0.0,0.108461556,2.156636613,-1.018291237,1,Other,1,1,2.0845049105093905,1.0860049105093905
CsUO3,4.415419,4.415419,4.415419,0.4571,1.81,0.99125,1.26,0.79,1.38,3.44,0.471598338,0.314979,1.461112979,0.964417851,0.786706349,86.08267743,8.081229652,2.06,0.786706349,0.0,0.627950972,-1.311266817,-0.15549885,1,Other,1,1,1.9794057735191966,1.5223057735191965
CsVBr3,7.62723314,7.62723262,6.47467011,0.6528,1.81,0.7775,0.8825,0.79,1.63,2.96,0.471598338,0.527662,3.3635883,1.147091904,0.88101983,326.1987565,4.312316786,1.33,0.88101983,0.091871913,0.108657711,1.395002673,-1.146464123,0,Other,1,1,1.8402660334048122,1.1874660334048122
CsVCl3,7.23788792,7.23789468,6.19426413,0.4835,1.81,0.7775,0.78,0.79,1.63,3.16,0.471598338,0.527662,3.61272528,1.176040558,0.996794872,281.0246096,3.429580927,1.53,0.996794872,0.087450953,0.116611082,1.062056336,-1.033603701,0,Other,1,1,1.969087764898048,1.485587764898048
CsVI3,8.23111885,8.231118579,6.9510579,0.5973,1.81,0.7775,1.273333333,0.79,1.63,2.66,0.471598338,0.527662,3.059046537,1.063262999,0.610602094,407.9054999,4.596528052,1.03,0.610602094,0.094695357,0.12932197,1.918001502,-1.311723123,1,Other,1,1,1.4864126668309936,0.8891126668309935
CsVO3,5.45086244,5.79445238,12.27054304,3.1105,1.81,0.7775,1.26,0.79,1.63,3.44,0.471598338,0.527662,1.461112979,1.065592975,0.617063492,387.5621918,3.973431261,1.81,0.617063492,0.490137516,0.134029208,0.829094384,1.205713677,1,Other,1,1,1.6527004790590287,-1.4577995209409713
CsYbBr3,5.521521193,5.521521193,5.521521193,4.3382,1.81,1.084,0.8825,0.79,1.1,2.96,0.471598338,-0.02,3.3635883,0.968305395,1.228328612,168.3357004,5.382610545,1.86,1.228328612,0.0,0.230555848,-0.316237312,-0.403055883,1,Other,1,1,1.83396905116538,-2.5042309488346195
CsYbCl3,5.229907938,5.229907938,5.229907938,5.3324,1.81,1.084,0.78,0.79,1.1,3.16,0.471598338,-0.02,3.61272528,0.982662644,1.38974359,143.0481126,4.786135497,2.06,1.38974359,0.0,0.252623771,-0.578567316,-0.337789841,1,Other,1,1,1.7983280667797141,-3.534071933220286
CuAgF3,5.715544752,5.685741896,7.595871482,0.2559,1.086666667,0.82,0.705,1.93,1.9,3.98,1.304473,1.235784,3.401189824,0.830879341,1.163120567,246.8258896,6.146563448,2.08,1.163120567,0.172811945,0.048973161,0.145960879,-0.001028258,1,Other,1,1,1.8672893909746144,1.6113893909746144
CuCO3,6.804157,6.217696,8.255992178,0.0463,0.82,0.3,1.26,1.9,2.55,3.44,1.235784,1.262122611,1.461112979,0.942951438,0.238095238,279.5531015,2.935653187,0.89,0.238095238,0.147945191,0.09858638,0.853127474,-0.317942974,1,Other,1,1,2.296216085951705,2.249916085951705
CuGeI3,6.32561474,6.32561474,4.333096733,0.6691,0.82,0.77,1.273333333,1.9,2.01,2.66,1.235784,1.232676413,3.059046537,0.724518968,0.604712042,168.7372591,5.086793921,0.65,0.604712042,0.203195722,0.178774038,0.090710656,-1.053467907,0,Ge,1,0,2.160446256202888,1.491346256202888
CuGeI3,6.905901637,6.905901637,4.053883399,0.3234,0.82,0.77,1.273333333,1.9,2.01,2.66,1.235784,1.232676413,3.059046537,0.724518968,0.604712042,193.2831391,4.440799481,0.65,0.604712042,0.276498776,0.156070733,0.476242708,-1.386276174,0,Ge,1,0,2.224903498094895,1.901503498094895
CuGeI3,7.940096031,7.940096031,7.940096031,0.0895,0.82,0.77,1.273333333,1.9,2.01,2.66,1.235784,1.232676413,3.059046537,0.724518968,0.604712042,360.9060677,4.756537729,0.65,0.604712042,0.0,0.083583635,1.859468821,-0.944357774,0,Ge,1,0,2.324967821019127,2.2354678210191268
CuGeO3,5.025420323,8.253362,5.962912647,0.2041,0.82,0.77,1.26,1.9,2.01,3.44,1.235784,1.232676413,1.461112979,0.724632632,0.611111111,247.3210473,4.946527001,1.43,0.611111111,0.25889949,0.118709476,0.569806542,-0.232448101,0,Ge,1,0,1.9924023474026886,1.7883023474026887
CuGeO3,8.745921,9.884445,11.923969,0.4475,0.82,0.77,1.26,1.9,2.01,3.44,1.235784,1.232676413,1.461112979,0.724632632,0.611111111,1030.81013,4.747257339,1.43,0.611111111,0.158095731,0.028481823,3.506446134,-0.431408898,0,Ge,1,0,2.314736878542594,1.8672368785425941
CuPO3,4.734167,10.856542,12.18082849,0.946,0.82,0.55,1.26,1.9,2.19,3.44,1.235784,0.74660911,1.461112979,0.812709527,0.436507937,539.8148373,3.507226956,1.25,0.436507937,0.429138731,0.052136287,2.402602701,1.22453939,1,Other,1,1,2.4292284736528353,1.4832284736528354
CuPO3,5.571966,7.610752,14.08549922,1.7481,0.82,0.55,1.26,1.9,2.19,3.44,1.235784,0.74660911,1.461112979,0.812709527,0.436507937,527.1976932,3.591163567,1.25,0.436507937,0.48905376,0.053384037,1.828519763,1.493582706,1,Other,1,1,2.221809222172252,0.4737092221722521
