formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded,Model_Predicted_BG,Error
BaHfS3,5.009601493,5.011652013,5.012407,0.8439,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,125.8433541,5.436616237,1.28,0.965909091,0.0002897,0.198599084,-0.775553725,-0.28792336,1,Other,1,1,2.056534133710668,1.2126341337106679
BaHfS3,5.011663892,5.011663892,5.011664263,0.8329,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,125.8768336,5.435170256,1.28,0.965909091,4.27e-08,0.198546263,-0.774895649,-0.288944494,1,Other,1,1,2.056534133710668,1.223634133710668
BaHfS3,7.01916792,7.04466639,9.97598706,1.2524,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,493.2895788,5.547751677,1.28,0.965909091,0.21212396,0.050664713,1.509892383,-0.041396534,1,Other,1,1,1.8920221762408576,0.6396221762408576
BaMnO3,4.88190519,5.722083173,9.909149846,1.8948,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,276.8088065,5.765228492,1.89,0.696428571,0.393832122,0.151093655,0.21470644,0.884958043,1,Other,1,1,1.720919302278678,-0.1738806977213221
BaMnO3,5.66658882,5.666589081,9.25043075,0.7543,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,257.2383259,6.203842342,1.89,0.696428571,0.301569865,0.162588736,0.383355813,0.41064697,1,Other,1,1,1.7549041923075035,1.0006041923075035
BaMnO3,5.700109009,5.700109222,18.87427413,0.8359,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,531.0888446,6.009789265,1.89,0.696428571,0.753714476,0.078751521,1.936396326,2.667488115,1,Other,1,1,1.694621175070094,0.8587211750700939
BaMnO3,7.737605495,7.737605495,7.737604856,0.8953,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,196.5810195,6.088581272,1.89,0.696428571,4.77e-08,0.212757338,1.677311899,-0.899038463,1,Other,1,1,1.6684588705966426,0.7731588705966426
BaMnO3,9.93015546,9.930141427,4.90105618,2.0901,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,418.5344477,5.719479103,1.89,0.696428571,0.351783818,0.099929778,2.851094002,-2.577158811,1,Other,1,1,1.6076284093407671,-0.48247159065923295
BaNiO3,5.67658447,5.676584232,4.78201573,1.4692,1.49,0.74,1.26,0.89,1.91,3.44,0.144626,1.1571612,1.461112979,0.97241867,0.587301587,133.4491516,6.072761251,1.53,0.587301587,0.096028546,0.304918903,-0.318797486,-0.648974647,1,Other,1,1,1.4189897891277095,-0.050210210872290606
BaNiO3,5.67753215,5.677530778,4.7833107,1.5157,1.49,0.74,1.26,0.89,1.91,3.44,0.144626,1.1571612,1.461112979,0.97241867,0.587301587,133.5298436,6.069091485,1.53,0.587301587,0.095972236,0.304734641,-0.317890239,-0.649104693,1,Other,1,1,1.4189897891277095,-0.09671021087229059
BaPS3,7.83000695,6.805428907,11.99680662,3.1164,1.49,0.55,0.88,0.89,2.19,2.58,0.144626,0.74660911,2.07710426,1.172095232,0.625,533.9879165,3.290003629,0.39,0.625,0.309731817,0.04329095,2.046457074,0.115440548,0,Other,1,1,1.9009933473470575,-1.2154066526529426
BaPSe3,7.109938964,8.00824586,10.44369604,2.1651,1.49,0.55,1.013333333,0.89,2.19,2.55,0.144626,0.74660911,2.020604712,1.132446476,0.542763158,594.5640042,4.526466315,0.36,0.542763158,0.202441722,0.046469298,1.97140129,-0.016456446,0,Other,1,1,1.870324409992981,-0.2947755900070188
BaPbO3,6.038435832,6.038435663,6.103859859,0.0273,1.49,1.1225,1.26,0.89,2.33,3.44,0.144626,0.3567212,1.461112979,0.816301087,0.890873016,159.0449295,8.196469151,1.11,0.890873016,0.006232856,0.282424693,0.159158623,-0.503299603,1,Pb,1,2,1.8948013645845798,1.8675013645845797
BaPbO3,6.076817498,6.076817498,6.076817498,0.1993,1.49,1.1225,1.26,0.89,2.33,3.44,0.144626,0.3567212,1.461112979,0.816301087,0.890873016,159.2597205,8.185414705,1.11,0.890873016,0.0,0.282043791,0.18329719,-0.527336899,1,Pb,1,2,1.9453454622355424,1.7460454622355424
BaPbO3,6.150366446,6.150366446,6.131107946,0.1934,1.49,1.1225,1.26,0.89,2.33,3.44,0.144626,0.3567212,1.461112979,0.816301087,0.890873016,165.4915487,7.877180851,1.11,0.890873016,0.001809732,0.271423017,0.246402356,-0.548344978,1,Pb,1,2,1.9453454622355424,1.7519454622355424
BaReN3,7.989707039,7.989707039,6.143923285,1.7855,1.49,0.7125,0.63,0.89,1.9,3.04,0.144626,0.06039664,-0.07,1.116791647,1.130952381,383.3553761,6.333724809,1.14,1.130952381,0.144507639,0.048293556,1.610998485,-1.391263859,0,Other,1,1,1.9033048073065926,0.11780480730659249
BaSO3,5.572643,4.716658,6.797828428,4.4264,1.49,0.88,1.26,0.89,2.58,3.44,0.144626,2.07710426,1.461112979,0.908802496,0.698412698,171.0619808,4.220516074,0.86,0.698412698,0.183652088,0.244638309,-0.389526336,-0.082323494,1,Other,1,1,1.763511078470307,-2.662888921529693
BaSeO3,4.727316927,5.68404761,6.881633589,3.8866,1.49,1.013333333,1.26,0.89,2.55,3.44,0.144626,2.020604712,1.461112979,0.855500297,0.804232804,176.7597079,4.965564886,0.89,0.804232804,0.187254978,0.24526153,-0.337830598,0.235396596,1,Other,1,1,1.906348859017812,-1.9802511409821881
BaSiO3,3.836937,3.836937,3.836937,0.9473,1.49,0.54,1.26,0.89,1.9,3.44,0.144626,1.38952128,1.461112979,1.080465189,0.428571429,56.48771473,6.273519937,1.54,0.428571429,1.42e-16,0.701981916,-1.83165875,-0.026028637,1,Other,1,1,1.8597577578755355,0.9124577578755355
BaSiO3,4.638022,5.691674,12.707909,4.5345,1.49,0.54,1.26,0.89,1.9,3.44,0.144626,1.38952128,1.461112979,1.080465189,0.428571429,335.4647699,4.225502484,1.54,0.428571429,0.571249202,0.118204228,0.556732971,1.647232457,1,Other,1,1,1.6979318843498314,-2.836568115650169
BaSiO3,5.518273594,5.518273594,13.280251,2.1249,1.49,0.54,1.26,0.89,1.9,3.44,0.144626,1.38952128,1.461112979,1.080465189,0.428571429,350.221976,6.071180489,1.54,0.428571429,0.552874566,0.113223489,0.913397129,1.430328865,1,Other,1,1,1.8198802480981873,-0.3050197519018125
BaSiO3,6.398849,7.928865,14.3541053,4.9408,1.49,0.54,1.26,0.89,1.9,3.44,0.144626,1.38952128,1.461112979,1.080465189,0.428571429,643.3305774,4.40677707,1.54,0.428571429,0.441519259,0.061637602,2.297187531,1.20220245,1,Other,1,1,1.7798613528303382,-3.160938647169662
BaSiO3,7.479290826,7.479290826,7.479290994,3.0454,1.49,0.54,1.26,0.89,1.9,3.44,0.144626,1.38952128,1.461112979,1.080465189,0.428571429,184.4038942,5.765227565,1.54,0.428571429,1.3e-08,0.215035341,1.444936829,-0.841224796,1,Other,1,1,1.768765096119506,-1.2766349038804938
BaSiO3,7.519856188,7.519856188,11.3869284,4.6708,1.49,0.54,1.26,0.89,1.9,3.44,0.144626,1.38952128,1.461112979,1.080465189,0.428571429,518.5696943,4.100241203,1.54,0.428571429,0.25345505,0.076466779,2.095496773,0.062739388,1,Other,1,1,1.8044975575960036,-2.8663024424039962
BaSnO3,4.14346542,4.14346542,4.14346542,0.3724,1.49,0.83,1.26,0.89,1.96,3.44,0.144626,1.1120702,1.461112979,0.930544182,0.658730159,71.13628093,7.097114448,1.48,0.658730159,0.0,0.581824996,-1.555911333,-0.094632846,1,Sn,1,3,1.8164284049640456,1.4440284049640455
BaSnO3,5.923234727,5.923234727,5.923234727,0.6651,1.49,0.83,1.26,0.89,1.96,3.44,0.144626,1.1120702,1.461112979,0.930544182,0.658730159,147.1016995,6.864126369,1.48,0.658730159,1.84e-16,0.281362258,0.04513691,-0.492963498,1,Sn,1,3,1.647703861808963,0.982603861808963
BaSnS3,3.96018971,8.60846534,14.69781739,0.8569,1.49,0.83,0.88,0.89,1.96,2.58,0.144626,1.1120702,2.07710426,0.980173205,0.943181818,501.0655834,4.669209108,0.62,0.943181818,0.592475621,0.049524515,1.688484156,2.248660671,1,Sn,1,3,2.376620324398348,1.5197203243983481
BaTeO3,4.650439182,5.95910517,7.120932753,2.7149,1.49,1.293333333,1.26,0.89,2.1,3.44,0.144626,1.9708757,1.461112979,0.761685643,1.026455026,189.2637879,5.491008348,1.34,1.026455026,0.209127007,0.25390851,-0.227751505,0.309616454,0,Other,1,1,1.91206641909843,-0.8028335809015701
BaTeS3,6.98612374,7.56500176,11.07567138,1.9088,1.49,1.293333333,0.88,0.89,2.1,2.58,0.144626,1.9708757,2.07710426,0.771209899,1.46969697,585.3496576,4.097770835,0.48,1.46969697,0.259065143,0.053782982,1.862922326,0.205710854,0,Other,1,1,2.2382541263684232,0.3294541263684232
BaThO3,4.600115,4.600115,4.600115,3.2033,1.49,1.08,1.26,0.89,1.3,3.44,0.144626,0.607696,1.461112979,0.831127069,0.857142857,97.34330038,7.119627088,2.14,0.857142857,0.0,0.454786715,-1.145117639,-0.196835712,1,Other,1,1,1.8994912441760339,-1.3038087558239662
BaThO3,6.3660955,6.4142298,9.00638526,4.047,1.49,1.08,1.26,0.89,1.3,3.44,0.144626,0.607696,1.461112979,0.831127069,0.857142857,367.7631283,7.537982411,2.14,0.857142857,0.208016976,0.120377592,0.880436238,0.028898521,1,Other,1,1,1.727112330458671,-2.3198876695413286
BaTiO3,3.98333387,4.057342645,4.057342358,2.293,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,65.57310742,5.905237275,1.9,0.675925926,0.010595678,0.634122351,-1.661076859,-0.045028895,1,Ti,1,4,1.525742745075398,-0.7672572549246022
BaTiO3,3.99037921,3.99037921,4.10265539,1.728,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,65.32709969,5.927475121,1.9,0.675925926,0.0160938,0.636510319,-1.675796125,-0.033861377,1,Ti,1,4,1.527993609084581,-0.20000639091541905
BaTiO3,4.033806555,4.033805893,4.033806146,2.5087,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,65.63564907,5.899610404,1.9,0.675925926,8.27e-08,0.63351812,-1.65455877,-0.070090128,1,Ti,1,4,1.5600559366884492,-0.9486440633115509
BaTiO3,5.555776618,5.555776618,3.78421,0.3567,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,111.5434085,3.471516278,1.9,0.675925926,0.205994372,0.372781983,-0.566736011,-0.829002038,1,Ti,1,4,1.2845084539318294,0.9278084539318294
BaTiO3,5.666408035,5.666407644,5.668373885,1.6663,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,128.7388335,6.015663614,1.9,0.675925926,0.000200297,0.322990134,-0.18558771,-0.435018876,1,Ti,1,4,1.319974108081224,-0.34632589191877594
BaTiO3,5.745668326,5.745668382,13.99927295,1.7261,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,400.2367535,5.804935525,1.9,0.675925926,0.560820737,0.103891941,1.196024816,1.495512258,1,Ti,1,4,1.4662937040323236,-0.25980629596767635
BaTiO3,5.752887433,5.752887433,14.01903216,2.0811,1.49,0.851666667,1.26,0.89,1.54,3.44,0.144626,0.075545,1.461112979,0.920996373,0.675925926,402.919428,5.766285732,1.9,0.675925926,0.560920309,0.103200219,1.204510268,1.496857357,1,Ti,1,4,1.4662937040323236,-0.6148062959676766
BaWN3,5.75731796,7.644877338,10.27788765,1.505,1.49,0.766666667,0.63,0.89,2.36,3.04,0.144626,0.81650082,-0.07,1.073479322,1.216931217,340.1534752,7.091932459,0.68,1.216931217,0.287647506,0.055522233,1.305755974,0.516910988,1,Other,1,1,2.162764256585079,0.6577642565850792
BaWN3,7.229839743,7.229839743,6.573942723,1.0938,1.49,0.766666667,0.63,0.89,2.36,3.04,0.144626,0.81650082,-0.07,1.073479322,1.216931217,173.677959,6.944880878,0.68,1.216931217,0.054011,0.108741954,1.116382573,-0.940257058,1,Other,1,1,2.0296382593331463,0.9358382593331462
BaZrO3,4.21238715,4.21238715,4.21238715,3.0377,1.49,0.86,1.26,0.89,1.33,3.44,0.144626,0.433289,1.461112979,0.917376104,0.682539683,74.74546324,6.143794292,2.11,0.682539683,0.0,0.557332497,-1.493910593,-0.110058237,1,Other,1,1,1.577842200405586,-1.459857799594414
BaZrO3,5.95393041,5.95667351,5.95393041,3.1163,1.49,0.86,1.26,0.89,1.33,3.44,0.144626,0.433289,1.461112979,0.917376104,0.682539683,149.381251,6.148305056,2.11,0.682539683,0.000265956,0.278870845,0.073755892,-0.499970982,1,Other,1,1,1.3703763239775753,-1.7459236760224246
BaZrS3,7.0635613,7.13448881,10.04182376,0.99,1.49,0.86,0.88,0.89,1.33,2.58,0.144626,0.433289,2.07710426,0.963273667,0.977272727,506.0566947,4.262395304,1.25,0.977272727,0.210322345,0.049568041,1.569888567,-0.048546055,1,Other,1,1,1.9770349555493447,0.9870349555493447
BaZrSe3,4.0649102,9.14687945,15.11012795,0.3726,1.49,0.86,1.013333333,0.89,1.33,2.55,0.144626,0.433289,2.020604712,0.94504875,0.848684211,561.8133478,5.502655723,1.22,0.848684211,0.585602871,0.052680071,1.990537212,2.276112122,1,Other,1,1,2.047512478895624,1.6749124788956238
BaZrSe3,5.287383,5.296393207,5.309477471,0.2024,1.49,0.86,1.013333333,0.89,1.33,2.55,0.144626,0.433289,2.020604712,0.94504875,0.848684211,148.6864554,5.197960745,1.22,0.848684211,0.002097052,0.199052205,-0.520051911,-0.345888249,1,Other,1,1,2.0314286874246603,1.8290286874246604
BeNF3,4.719892,4.815126,12.89482,1.7006,0.63,0.59,0.705,3.04,1.57,3.98,-0.07,-0.52,3.401189824,0.729058013,0.836879433,293.0589582,1.813512554,2.41,0.836879433,0.627630052,0.021534824,0.29567721,1.701742631,0,Other,1,1,2.4851927507642295,0.7845927507642296
BeNF3,5.748968,4.712836786,12.65350768,2.6969,0.63,0.59,0.705,3.04,1.57,3.98,-0.07,-0.52,3.401189824,0.729058013,0.836879433,336.1087108,1.581232747,2.41,0.836879433,0.560231747,0.018776583,0.604893237,1.228177274,0,Other,1,1,2.5697880985048047,-0.12711190149519513
BeSiO3,3.477388,3.477388,3.477388,0.2691,0.59,0.54,1.26,1.57,1.9,3.44,-0.52,1.38952128,1.461112979,0.7268584,0.428571429,42.04936612,3.360455805,1.54,0.428571429,0.0,0.633953418,-2.15510252,0.054442123,0,Other,1,1,2.1258434105591797,1.8567434105591798
BiBO3,5.0360157,6.585006132,8.30720892,3.0096,1.035,0.41,1.26,2.02,2.04,3.44,0.94236213,0.27972325,1.461112979,0.971889319,0.325396825,259.3416907,6.858520762,1.4,0.325396825,0.246338086,0.115948764,0.334362556,0.400327104,1,Other,1,1,2.043742000062078,-0.965857999937922
BiCO3,5.213685,6.977569184,8.634501891,1.4111,1.035,0.3,1.26,2.02,2.55,3.44,0.94236213,1.262122611,1.461112979,1.040419976,0.238095238,310.1507492,5.760646941,0.89,0.238095238,0.246428567,0.096387806,0.596736404,0.385120367,1,Other,1,1,2.310397754797342,0.899297754797342
BiRhO3,5.440072,5.92128,7.812214,0.4103,1.035,0.745,1.26,2.02,2.28,3.44,0.94236213,1.142892,1.461112979,0.809503822,0.591269841,251.648518,9.498988703,1.16,0.591269841,0.196198838,0.125228994,0.163599635,0.151136348,1,Other,1,1,2.2044278554307164,1.7941278554307165
BiSbO3,5.978990721,5.978990721,5.978990232,2.1066,1.035,0.83,1.26,2.02,2.05,3.44,0.94236213,1.04740119,1.461112979,0.776581418,0.658730159,166.7626734,7.542578068,1.39,0.658730159,4.72e-08,0.192949345,0.095293915,-0.505442377,0,Other,1,1,2.1853092525098146,0.07870925250981475
BiSbS3,3.968885,11.205584,11.867692,1.3484,1.035,0.83,0.88,2.02,2.05,2.58,0.94236213,1.04740119,2.07710426,0.791996493,0.943181818,527.7998682,5.372816125,0.53,0.943181818,0.486104065,0.029562175,2.194511066,1.446726057,0,Other,1,1,2.4691259069580407,1.1207259069580406
BiSbSe3,4.113691,11.635594,12.417885,1.0106,1.035,0.83,1.013333333,2.02,2.05,2.55,0.94236213,1.04740119,2.020604712,0.785863913,0.819078947,594.3850249,6.343065923,0.5,0.819078947,0.488367941,0.033841767,2.493713201,1.495738294,0,Other,1,1,2.3926637456187474,1.3820637456187475
BiSbTe3,10.93960463,10.93960463,10.939605,0.2133,1.035,0.83,1.293333333,2.02,2.05,2.1,0.94236213,1.04740119,1.9708757,0.77549244,0.641752577,175.6049554,6.747313633,0.05,0.641752577,1.94e-08,0.194897858,4.557772506,-1.615678522,0,Other,1,1,2.667145206791826,2.453845206791826
CS3N,11.11835603,11.11835603,17.81084568,2.8283,0.63,0.3,0.88,3.04,2.55,2.58,-0.07,1.262122611,2.07710426,0.904993647,0.340909091,1034.22656,1.569779562,0.03,0.340909091,0.289449164,0.009402313,5.781301583,-0.075540746,1,Other,1,1,3.229017429969415,0.40071742996941495
Ca3AsN,4.75089971,4.75089971,4.75089971,0.717,0.66,0.63,1.14,2.18,3.04,1.0,0.8044863,-0.07,0.024551,0.719200249,0.552631579,107.2327857,3.238955029,2.04,0.552631579,0.0,0.194616653,-1.009474444,-0.230582879,0,Other,1,1,1.9224410252895299,1.20544102528953
Ca3AsN,6.72350532,6.71622716,9.52706106,0.894,0.66,0.63,1.14,2.18,3.04,1.0,0.8044863,-0.07,0.024551,0.719200249,0.552631579,430.2095811,3.229329943,2.04,0.552631579,0.211706362,0.048509579,1.207565461,-0.009768132,0,Other,1,1,2.0478653054789895,1.1538653054789894
Ca3AsP,5.333899,5.333899,5.333899,0.1927,0.66,0.55,1.14,2.18,2.19,1.0,0.8044863,0.74660911,0.024551,0.753245232,0.48245614,151.751979,2.474410166,1.19,0.48245614,0.0,0.135212743,-0.485018839,-0.361064109,0,Other,1,1,2.3066196680965483,2.1139196680965484
Ca3AsP,5.424854,5.424854,5.424854,0.1089,0.66,0.55,1.14,2.18,2.19,1.0,0.8044863,0.74660911,0.024551,0.753245232,0.48245614,159.6482504,2.352024772,1.19,0.48245614,0.0,0.128525063,-0.403197368,-0.381420772,0,Other,1,1,2.364828374090477,2.2559283740904768
Ca3BiN,4.90035347,4.90035347,4.90035347,0.3687,1.035,0.63,1.14,2.02,3.04,1.0,0.94236213,-0.07,0.024551,0.869033635,0.552631579,117.6744623,4.843294237,2.04,0.552631579,0.0,0.206580183,-0.875028548,-0.264032166,1,Other,1,1,2.026960449473436,1.658260449473436
Ca3BiP,5.41746624,5.41746624,5.41746624,0.0759,1.035,0.55,1.14,2.02,2.19,1.0,0.94236213,0.74660911,0.024551,0.910171321,0.48245614,158.9968941,3.761749672,1.19,0.48245614,0.0,0.150686764,-0.409843263,-0.379767315,1,Other,1,1,2.2528178374391805,2.1769178374391807
Ca3PN,4.71165792,4.71165792,4.71165792,0.8056,0.63,0.55,1.14,3.04,2.19,1.0,-0.07,0.74660911,0.024551,0.740691144,0.48245614,104.5974882,2.622864785,1.19,0.48245614,0.0,0.194669449,-1.044775648,-0.221800163,0,Other,1,1,2.2609590400851856,1.4553590400851855
Ca3SbAs,5.49,5.49,5.49,0.4006,0.83,0.66,1.14,2.05,2.18,1.0,1.04740119,0.8044863,0.024551,0.774005972,0.578947368,165.469149,3.1803556,1.18,0.578947368,1.98e-16,0.134266643,-0.344593206,-0.396001116,0,Other,1,1,2.2198846032818267,1.8192846032818266
Ca3SbN,4.86018189,4.86018189,4.86018189,0.4075,0.83,0.63,1.14,2.05,3.04,1.0,1.04740119,-0.07,0.024551,0.787124717,0.552631579,114.804145,3.702820691,2.04,0.552631579,0.0,0.192154396,-0.911166174,-0.255041354,0,Other,1,1,1.9185767377022076,1.5110767377022076
Ca3SbP,5.38244377,5.38244377,5.38244377,0.6583,0.83,0.55,1.14,2.05,2.19,1.0,1.04740119,0.74660911,0.024551,0.824385059,0.48245614,155.9331688,2.906845518,1.19,0.48245614,2.02e-16,0.139223982,-0.441348843,-0.371928927,1,Other,1,1,2.273394453220268,1.615094453220268
CaBO3,5.479484,3.673378,6.634696256,0.3587,1.14,0.41,1.26,1.0,2.04,3.44,0.024551,0.27972325,1.461112979,1.016354843,0.325396825,133.295447,2.463790962,1.4,0.325396825,0.283615798,0.237307721,-0.832784301,-0.030377936,1,Other,1,1,1.6312510862391225,1.2725510862391225
CaBO3,9.439899,3.680898,8.194717935,0.5519,1.14,0.41,1.26,1.0,2.04,3.44,0.024551,0.27972325,1.461112979,1.016354843,0.325396825,265.8473593,2.470681811,1.4,0.325396825,0.42647215,0.118985717,0.899516763,-1.285403949,1,Other,1,1,1.533313928232052,0.9814139282320521
CaBiO3,5.75831054,6.02554523,8.330347024,0.6653,1.14,1.035,1.26,1.0,2.02,3.44,0.024551,0.94236213,1.461112979,0.739569755,0.821428571,289.0372281,6.826443674,1.42,0.821428571,0.210917917,0.124508286,0.403174369,0.137831402,0,Other,1,1,1.9735006048466623,1.3082006048466623
CaBiO3,6.166580149,6.166580149,6.166580017,0.0804,1.14,1.035,1.26,1.0,2.02,3.44,0.024551,0.94236213,1.461112979,0.739569755,0.821428571,156.5645999,6.301221215,1.42,0.821428571,1.23e-08,0.229857386,0.264046025,-0.547426734,0,Other,1,1,2.0914164771645867,2.0110164771645866
CaCO3,3.633017,7.76828,10.858715,0.0064,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,306.4578396,2.169279898,0.89,0.238095238,0.48860044,0.102645247,0.64840631,1.518404205,1,Other,1,1,1.8922414962731993,1.8858414962731993
CaCO3,3.833378826,5.029813997,6.52339007,4.8573,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,120.1538155,2.766424139,0.89,0.238095238,0.262775314,0.261801428,-0.969053245,0.549937254,1,Other,1,1,1.9431376169755417,-2.9141623830244585
CaCO3,4.343253,4.961191,5.140678,4.2755,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,110.7698269,3.000784824,0.89,0.238095238,0.086877765,0.283980226,-1.02300532,0.017961423,1,Other,1,1,1.9066013398233805,-2.3688986601766198
CaCO3,4.43217633,6.59314591,8.51392996,4.7183,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,248.7939356,2.672062039,0.89,0.238095238,0.313531077,0.126435721,0.144241448,0.696181339,1,Other,1,1,1.7965063687945688,-2.921793631205431
CaCO3,4.917823352,4.917823352,5.473712678,1.5162,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,118.8802314,2.796061308,0.89,0.238095238,0.062891499,0.264606151,-0.771041034,-0.136692693,1,Other,1,1,2.0409431551824238,0.5247431551824238
CaCO3,4.960528406,5.697732543,7.956527992,4.1871,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,224.8814304,2.956192646,0.89,0.238095238,0.251585474,0.139880116,-0.074868455,0.392930689,1,Other,1,1,1.8218327935781455,-2.3652672064218545
CaCO3,4.988657144,4.988657144,8.615547447,5.662,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,185.6478042,2.685701699,0.89,0.238095238,0.337869359,0.16944149,-0.219663518,0.572539082,1,Other,1,1,1.8550103254791097,-3.8069896745208904
CaCO3,5.02851577,6.341896957,8.034803837,5.0106,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,244.9587937,2.713896574,0.89,0.238095238,0.232998917,0.128415233,0.199169063,0.351267601,1,Other,1,1,1.8658496694014246,-3.1447503305985753
CaCO3,5.040837189,5.040837189,8.744577876,4.9726,1.14,0.3,1.26,1.0,2.55,3.44,0.024551,1.262122611,1.461112979,1.08802089,0.238095238,191.627928,2.601889132,0.89,0.238095238,0.340751147,0.164153737,-0.160519909,0.579005572,1,Other,1,1,1.8429967935819738,-3.129603206418026
