formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index
SmMgS3,6.855687,6.855686661,17.754389,0,1.229,0.86,0.88,1.17,1.31,2.58,0.162,-0.42,2.07710426,0.85719163,0.977272727,722.6671575,3.734280217,1.27,0.977272727,0.599925262,0.026296643
SmMgS3,6.966321517,6.966321517,6.822820184,0.2106,1.229,0.86,0.88,1.17,1.31,2.58,0.162,-0.42,2.07710426,0.85719163,0.977272727,271.2697788,3.316061329,1.27,0.977272727,0.011975237,0.070054689
SmMgSe3,6.991373,6.991373074,19.476678,0,1.229,0.86,1.013333333,1.17,1.31,2.55,0.162,-0.42,2.020604712,0.846517036,0.848684211,824.4617064,4.973328984,1.24,0.848684211,0.646310663,0.028522668
SmMgSe3,7.365345897,7.365345897,6.893110344,0,1.229,0.86,1.013333333,1.17,1.31,2.55,0.162,-0.42,2.020604712,0.846517036,0.848684211,297.0645539,4.600929605,1.24,0.848684211,0.037825724,0.079160733
SmMgSe3,8.590458495,11.936868,7.771778929,0,1.229,0.86,1.013333333,1.17,1.31,2.55,0.162,-0.42,2.020604712,0.846517036,0.848684211,560.5813376,4.876270431,1.24,0.848684211,0.23393123,0.041949038
SmMnO3,3.895077,3.895077,3.895077,0,1.229,0.8775,1.26,1.17,1.55,3.44,0.162,-0.52,1.461112979,0.823510923,0.696428571,59.09464695,7.117536561,1.89,0.696428571,0,0.604852336
SmMnO3,5.35857691,5.63273957,7.66998512,0.2744,1.229,0.8775,1.26,1.17,1.55,3.44,0.162,-0.52,1.461112979,0.823510923,0.696428571,231.506752,7.267318239,1.89,0.696428571,0.203010039,0.154395217
SmNiGe3,4.13327889,4.10147712,10.99297637,0,1.229,0.74,0.77,1.17,1.91,2.01,0.162,1.1571612,1.232676413,0.936238373,0.961038961,183.0875319,7.744995016,0.1,0.961038961,0.619364832,0.083075818
SmNiO3,3.74007269,3.74008343,3.74006907,0,1.229,0.74,1.26,1.17,1.91,3.44,0.162,1.1571612,1.461112979,0.880127298,0.587301587,52.31677393,8.15884069,1.53,0.587301587,2.00E-06,0.661559327
SmNiO3,5.28682054,5.4497859,7.53088649,0,1.229,0.74,1.26,1.17,1.91,3.44,0.162,1.1571612,1.461112979,0.880127298,0.587301587,216.980203,7.868814167,1.53,0.587301587,0.205483702,0.159510634
SmPuO3,4.353633,4.353633,4.353633,0,1.229,0.9675,1.26,1.17,1.28,3.44,0.162,-0.5,1.461112979,0.790237754,0.767857143,82.51928362,8.901592941,2.16,0.767857143,0,0.444826499
SmRhO3,5.29624651,5.8243809,7.70683536,0.7331,1.229,0.745,1.26,1.17,2.28,3.44,0.162,1.142892,1.461112979,0.877932467,0.591269841,237.7355018,8.41708772,1.16,0.591269841,0.201904439,0.145730399
SmSbO3,4.269023,4.269023,4.269023,0,1.229,0.83,1.26,1.17,2.05,3.44,0.162,1.04740119,1.461112979,0.84222708,0.658730159,77.8010546,6.832410946,1.39,0.658730159,0,0.453828645
SmSbTe3,4.403874209,4.403874209,10.83810396,0.8488,1.229,0.83,1.293333333,1.17,2.05,2.1,0.162,1.04740119,1.9708757,0.840107559,0.641752577,176.9544612,6.145763368,0.05,0.641752577,0.567265427,0.211108712
SmScO3,5.52626673,5.78431658,7.97599084,4.3669,1.229,0.885,1.26,1.17,1.36,3.44,0.162,0.17938023,1.461112979,0.820631514,0.702380952,254.9579411,6.338811596,2.08,0.702380952,0.209376898,0.14048093
SmScS3,6.45689741,7.10807002,9.55313825,1.8487,1.229,0.885,0.88,1.17,1.36,2.58,0.162,0.17938023,2.07710426,0.845050106,1.005681818,438.4515869,4.416134161,1.22,1.005681818,0.21183869,0.043888294
SmSi3Ir,4.21883581,4.21883581,5.737766188,0,1.229,0.765,0.54,1.17,2.2,1.9,0.162,1.56405712,1.38952128,0.958667295,1.416666667,87.23604944,8.124779907,0.3,1.416666667,0.185593181,0.133314675
SmSi3Ni,3.956884495,4.01565305,10.7364635,0,1.229,0.74,0.54,1.17,1.91,1.9,0.162,1.1571612,1.38952128,0.977391266,1.37037037,167.6816444,5.809252995,0.01,1.37037037,0.624940505,0.068295696
SmSi3Os,5.785105782,5.785105782,5.785105782,0,1.229,0.673,0.54,1.17,2.2,1.9,0.162,1.07766124,1.38952128,1.031377428,1.246296296,88.02160356,8.014784803,0.3,1.246296296,1.88E-16,0.125325692
SmSi3Pt,4.320298,4.320298,5.687626758,0,1.229,0.805,0.54,1.17,2.28,1.9,0.162,2.125105,1.38952128,0.930156744,1.490740741,89.54639254,7.968321749,0.38,1.490740741,0.165287972,0.13333492
SmSi3Rh,5.722168259,5.722168259,5.722168259,0,1.229,0.745,0.54,1.17,2.28,1.9,0.162,1.142892,1.38952128,0.973588187,1.37962963,86.20219627,6.501788714,0.38,1.37962963,0,0.133251527
SmSiO3,3.768474,3.768474,3.768474,0,1.229,0.54,1.26,1.17,1.9,3.44,0.162,1.38952128,1.461112979,0.97791922,0.428571429,53.51759268,7.026074818,1.54,0.428571429,0,0.627323342
SmSn3Ru,9.71524129,9.71521403,9.71522583,0,1.229,0.661,0.83,1.17,2.2,1.96,0.162,1.046272,1.1120702,0.976628275,0.796385542,916.9778901,8.801757391,0.24,0.796385542,1.41E-06,0.017634902
SmTiO3,3.913789,3.913789,3.913789,0,1.229,0.851666667,1.26,1.17,1.54,3.44,0.162,0.075545,1.461112979,0.833585444,0.675925926,59.95041929,6.820078469,1.9,0.675925926,0,0.592170236
SmTiO3,5.435781,5.7483,7.790579,0,1.229,0.851666667,1.26,1.17,1.54,3.44,0.162,0.075545,1.461112979,0.833585444,0.675925926,243.4283261,6.718471433,1.9,0.675925926,0.202202632,0.145836988
SmTlO3,5.702096,6.071963,8.641722,1.1667,1.3325,1.229,1.26,1.62,1.17,3.44,0.32005319,0.162,1.461112979,0.736621616,0.975396825,299.2016143,8.94070035,2.27,0.975396825,0.235279514,0.143126335
SmTmO3,5.731255,5.992965,8.403303,4.9205,1.229,1.095,1.26,1.17,1.25,3.44,0.162,1.02922,1.461112979,0.747454181,0.869047619,288.6300181,8.452390362,2.19,0.869047619,0.219547484,0.133086815
SmVO3,3.904088,3.904088,3.904088,0,1.229,0.7775,1.26,1.17,1.63,3.44,0.162,0.527662,1.461112979,0.863928637,0.617063492,59.50573104,6.956840693,1.81,0.617063492,0,0.586195604
SmVO3,5.36908064,5.69279481,7.64646575,1.5136,1.229,0.7775,1.26,1.17,1.63,3.44,0.162,0.527662,1.461112979,0.863928637,0.617063492,233.7147946,7.085078066,1.81,0.617063492,0.197571518,0.149250278
SmVSb3,6.037017,6.270428,13.090781,0,1.229,0.7775,0.83,1.17,1.63,2.05,0.162,0.527662,1.04740119,0.905849305,0.936746988,495.5473314,7.594275304,0.42,0.936746988,0.473278635,0.034163879
SmVSb3,6.256508,9.011929,9.677231,0,1.229,0.7775,0.83,1.17,1.63,2.05,0.162,0.527662,1.04740119,0.905849305,0.936746988,545.6333079,6.897164829,0.42,0.936746988,0.218114005,0.031027833
SmVSb3,10.530323,6.919452,8.419677,0,1.229,0.7775,0.83,1.17,1.63,2.05,0.162,0.527662,1.04740119,0.905849305,0.936746988,613.4918884,6.134266699,0.42,0.936746988,0.210365624,0.027595832
SmYO3,5.879084,6.009628,8.508557,4.2852,1.229,1.04,1.26,1.17,1.22,3.44,0.162,0.3112922,1.461112979,0.765328086,0.825396825,300.6167448,6.347127175,2.22,0.825396825,0.217952758,0.125159597
SnBO3,3.492841,3.492841,3.492841,0,0.83,0.41,1.26,1.96,2.04,3.44,1.1120702,0.27972325,1.461112979,0.885075676,0.325396825,42.61244452,6.917640374,1.4,0.325396825,0,0.652890438
SnBO3,5.201150461,5.201150461,12.49287574,2.4171,0.83,0.41,1.26,1.96,2.04,3.44,1.1120702,0.27972325,1.461112979,0.885075676,0.325396825,292.2274095,4.034906474,1.4,0.325396825,0.551628792,0.095204134
SnCCl3,4.997462696,4.997462696,4.997462639,0,0.83,0.3,0.78,1.96,2.55,3.16,1.1120702,1.262122611,3.61272528,1.054272094,0.384615385,119.7752569,3.286823287,0.61,0.384615385,6.60E-09,0.070729044
SnCCl3,5.269072,5.269072,5.269072,0,0.83,0.3,0.78,1.96,2.55,3.16,1.1120702,1.262122611,3.61272528,1.054272094,0.384615385,146.2858769,2.691169593,0.61,0.384615385,0,0.057911191
SnCCl3,7.183292848,7.183292848,3.890799509,0.787,0.83,0.3,0.78,1.96,2.55,3.16,1.1120702,1.262122611,3.61272528,1.054272094,0.384615385,166.0981478,2.370165525,0.61,0.384615385,0.312353915,0.051003515
SnGeO3,3.864235,3.864235,3.864235,0,0.83,0.77,1.26,1.96,2.01,3.44,1.1120702,1.232676413,1.461112979,0.728116443,0.611111111,57.70196318,6.887929191,1.43,0.611111111,1.41E-16,0.510292567
SnGeO3,7.076874082,7.076874082,7.076874023,2.5994,0.83,0.77,1.26,1.96,2.01,3.44,1.1120702,1.232676413,1.461112979,0.728116443,0.611111111,157.2069586,5.056354248,1.43,0.611111111,4.84E-09,0.187300125
SnGeO3,7.15438283,11.74797256,13.32631948,2.2811,0.83,0.77,1.26,1.96,2.01,3.44,1.1120702,1.232676413,1.461112979,0.728116443,0.611111111,970.796607,4.912835918,1.43,0.611111111,0.298464809,0.030330641
SnGeS3,10.73326962,6.844584747,7.536298494,1.6591,0.83,0.77,0.88,1.96,2.01,2.58,1.1120702,1.232676413,2.07710426,0.732930436,0.875,531.9924308,3.590124056,0.57,0.875,0.247806851,0.024194041
SnHgO3,4.081489,4.081489,4.081489,0,1.245,0.83,1.26,2,1.96,3.44,-0.52,1.1120702,1.461112979,0.847641155,0.658730159,67.99169861,8.970404074,1.48,0.658730159,0,0.523828805
SnHgO3,5.767216749,5.767216749,5.767216638,0,1.245,0.83,1.26,2,1.96,3.44,-0.52,1.1120702,1.461112979,0.847641155,0.658730159,132.3297252,9.218080204,1.48,0.658730159,1.11E-08,0.269145955
SnNF3,5.790100398,5.790100398,5.790100743,0,0.83,0.63,0.705,1.96,3.04,3.98,1.1120702,-0.07,3.401189824,0.813163178,0.893617021,151.8817522,4.148280261,0.94,0.893617021,3.44E-08,0.051657157
SnNF3,6.234929741,6.234929741,6.805481067,0,0.83,0.63,0.705,1.96,3.04,3.98,1.1120702,-0.07,3.401189824,0.813163178,0.893617021,193.5262691,3.255620425,0.94,0.893617021,0.051268816,0.04054116
SnNF3,6.79242556,3.647111282,6.402005476,1.7623,0.83,0.63,0.705,1.96,3.04,3.98,1.1120702,-0.07,3.401189824,0.813163178,0.893617021,146.4503647,4.302127045,0.94,0.893617021,0.305386561,0.05357296
SnNF3,7.067764272,7.067764272,7.067764115,0.6753,0.83,0.63,0.705,1.96,3.04,3.98,1.1120702,-0.07,3.401189824,0.813163178,0.893617021,203.9714209,3.088903689,0.94,0.893617021,1.28E-08,0.038465092
SnPO3,7.354480958,7.354480958,4.858219902,0.5198,0.83,0.55,1.26,1.96,2.19,3.44,1.1120702,0.74660911,1.461112979,0.816616784,0.436507937,195.397343,3.359908744,1.25,0.436507937,0.22096442,0.144472138
SnPS3,6.750296,6.762189304,7.201777086,1.0053,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,270.7432357,3.016077494,0.39,0.625,0.037263913,0.043050514
SnPS3,7.57141576,6.596566975,11.85949965,2.1301,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,491.6797093,3.321603737,0.39,0.625,0.322723622,0.023705748
SnPS3,7.731397,6.630607,11.4073524,1.8226,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,484.4699851,3.37103476,0.39,0.625,0.291205068,0.02405853
SnPS3,7.856394745,7.856394745,7.85639476,1.0326,0.83,0.55,0.88,1.96,2.19,2.58,1.1120702,0.74660911,2.07710426,0.845688965,0.625,269.087125,3.0346401,0.39,0.625,1.15E-09,0.043315471
SnPSe3,7.729164,7.764427,11.06881933,0.5105,0.83,0.55,1.013333333,1.96,2.19,2.55,1.1120702,0.74660911,2.020604712,0.833878697,0.542763158,604.3096101,4.248843426,0.36,0.542763158,0.216627825,0.026754105
SnPSe3,7.87900693,6.919610535,12.23592134,1.4974,0.83,0.55,1.013333333,1.96,2.19,2.55,1.1120702,0.74660911,2.020604712,0.833878697,0.542763158,550.5226376,4.663962458,0.36,0.542763158,0.314411434,0.029368026
SnPSe3,7.895084,6.959541,11.99390218,1.3486,0.83,0.55,1.013333333,1.96,2.19,2.55,1.1120702,0.74660911,2.020604712,0.833878697,0.542763158,544.1465559,4.718612819,0.36,0.542763158,0.299200352,0.029712148
SnPbO3,4.127671,4.127671,4.127671,1.0389,1.1225,0.83,1.26,2.33,1.96,3.44,0.3567212,1.1120702,1.461112979,0.806189642,0.658730159,70.32588763,8.82874279,1.48,0.658730159,0,0.475742403
SnPbO3,5.838096,8.186615,11.820277,1.3569,1.1225,0.83,1.26,2.33,1.96,3.44,0.3567212,1.1120702,1.461112979,0.806189642,0.658730159,564.9412065,8.792266046,1.48,0.658730159,0.349856205,0.059222104
SnPbO3,7.606152484,7.606152484,7.606152484,0,1.1225,0.83,1.26,2.33,1.96,3.44,0.3567212,1.1120702,1.461112979,0.806189642,0.658730159,311.157365,7.981674139,1.48,0.658730159,0,0.107524393
SnPbS3,3.85485,9.06626,14.432815,1.0929,1.1225,0.83,0.88,2.33,1.96,2.58,0.3567212,1.1120702,2.07710426,0.828184322,0.943181818,504.4134958,5.558311572,0.62,0.943181818,0.580081884,0.033470893
SnPd3C,4.252861,4.252861,4.252861,0,0.83,0.3,0.84625,1.96,2.55,2.2,1.1120702,1.262122611,0.5621412,1.034213096,0.35450517,76.92075982,9.714029519,0.35,0.35450517,0,0.131613682
Sr3AsN,5.09566939,5.09566939,5.09566939,0.4218,0.66,0.63,1.32,2.18,3.04,0.95,0.8044863,-0.07,0.052066,0.718093787,0.477272727,132.3133694,4.414959865,2.09,0.477272727,0,0.235455459
Sr3AsN,5.8,5.8,5.8,0,0.66,0.63,1.32,2.18,3.04,0.95,0.8044863,-0.07,0.052066,0.718093787,0.477272727,195.112,2.993963546,2.09,0.477272727,0,0.159671907
Sr3AsP,5.7,5.7,5.7,0,0.66,0.55,1.32,2.18,2.19,0.95,0.8044863,0.74660911,0.052066,0.748814377,0.416666667,185.193,3.306456964,1.24,0.416666667,0,0.166331453
Sr3AsP,5.79,5.79,5.79,0,0.66,0.55,1.32,2.18,2.19,0.95,0.8044863,0.74660911,0.052066,0.748814377,0.416666667,194.104539,3.154654125,1.24,0.416666667,0,0.158695004
Sr3BiAs,5.88,5.88,5.88,0,1.035,0.66,1.32,2.02,2.18,0.95,0.94236213,0.8044863,0.052066,0.841155544,0.5,203.297472,4.465966311,1.23,0.5,0,0.170935216
Sr3BiAs,6.196805,6.196805,6.196805,0,1.035,0.66,1.32,2.02,2.18,0.95,0.94236213,0.8044863,0.052066,0.841155544,0.5,237.9597424,3.815433871,1.23,0.5,0,0.146036035
Sr3BiN,5.23493993,5.23493993,5.23493993,0.2569,1.035,0.63,1.32,2.02,3.04,0.95,0.94236213,-0.07,0.052066,0.854096399,0.477272727,143.4614142,5.623589411,2.09,0.477272727,0,0.241136834
Sr3BiN,6.23,6.23,6.23,0,1.035,0.63,1.32,2.02,3.04,0.95,0.94236213,-0.07,0.052066,0.854096399,0.477272727,241.804367,3.336449626,2.09,0.477272727,0,0.14306537
Sr3BiP,5.776749,5.776749,5.776749,0,1.035,0.55,1.32,2.02,2.19,0.95,0.94236213,0.74660911,0.052066,0.890635282,0.416666667,192.7749031,4.331178726,1.24,0.416666667,0,0.177633843
Sr3BiP,6.183845,6.183845,6.183845,0,1.035,0.55,1.32,2.02,2.19,0.95,0.94236213,0.74660911,0.052066,0.890635282,0.416666667,236.4698555,3.53086256,1.24,0.416666667,1.76E-16,0.144810622
Sr3BiSb,6.163906,6.163906,6.163906,0,1.035,0.83,1.32,2.02,2.05,0.95,0.94236213,1.04740119,0.052066,0.774645571,0.628787879,234.1898245,4.208964485,1.1,0.628787879,0,0.153471795
Sr3BiSb,6.216867,6.216867,6.216867,0,1.035,0.83,1.32,2.02,2.05,0.95,0.94236213,1.04740119,0.052066,0.774645571,0.628787879,240.2783989,4.102310731,1.1,0.628787879,0,0.149582871
Sr3PN,5.05920313,5.05920313,5.05920313,0.5197,0.63,0.55,1.32,3.04,2.19,0.95,-0.07,0.74660911,0.052066,0.737468705,0.416666667,129.4930174,3.947557356,1.24,0.416666667,0,0.236665693
Sr3PN,5.67,5.67,5.67,0,0.63,0.55,1.32,3.04,2.19,0.95,-0.07,0.74660911,0.052066,0.737468705,0.416666667,182.284263,2.804307432,1.24,0.416666667,1.92E-16,0.168125071
Sr3SbAs,5.848444,5.848444,5.848444,0.128,0.83,0.66,1.32,2.05,2.18,0.95,1.04740119,0.8044863,0.052066,0.767933936,0.5,200.0419169,3.81463441,1.23,0.5,0,0.162473981
Sr3SbAs,6.11,6.11,6.11,0,0.83,0.66,1.32,2.05,2.18,0.95,1.04740119,0.8044863,0.052066,0.767933936,0.5,228.099131,3.345417302,1.23,0.5,0,0.142488954
Sr3SbN,5.19496514,5.19496514,5.19496514,0.2577,0.83,0.63,1.32,2.05,3.04,0.95,1.04740119,-0.07,0.052066,0.779748305,0.477272727,140.1999675,4.72136492,2.09,0.477272727,0,0.230704337
Sr3SbN,6.221556,6.221556,6.221556,0,0.83,0.63,1.32,2.05,3.04,0.95,1.04740119,-0.07,0.052066,0.779748305,0.477272727,240.8224906,2.748643645,2.09,0.477272727,0,0.134309468
Sr3SbP,5.74,5.74,5.74,0.3419,0.83,0.55,1.32,2.05,2.19,0.95,1.04740119,0.74660911,0.052066,0.813106521,0.416666667,189.119224,3.649072067,1.24,0.416666667,1.90E-16,0.16917506
Sr3SbP,6.100651,6.100651,6.100651,0,0.83,0.55,1.32,2.05,2.19,0.95,1.04740119,0.74660911,0.052066,0.813106521,0.416666667,227.0536789,3.039412006,1.24,0.416666667,0,0.140910538
SrAgO3,4.110248,4.110248,4.110248,0,1.32,1.086666667,1.26,0.95,1.93,3.44,0.052066,1.304473,1.461112979,0.77753311,0.862433862,69.43909948,5.822637137,1.51,0.862433862,0,0.578154667
SrAl3Ag,4.311460145,4.311459145,6.586643958,0,1.32,1.086666667,0.675,0.95,1.93,1.61,0.052066,1.304473,0.432835,0.800884251,1.609876543,108.5632024,4.228205136,0.32,1.609876543,0.259095857,0.173851
SrAlO3,3.835761,3.835761,3.835761,0,1.32,0.675,1.26,0.95,1.61,3.44,0.052066,0.432835,1.461112979,0.942951438,0.535714286,56.43579113,4.78425504,1.83,0.535714286,1.42E-16,0.638952662
SrAsO3,3.974879,3.974879,3.974879,0,1.32,0.66,1.26,0.95,2.18,3.44,0.052066,0.8044863,1.461112979,0.950318246,0.523809524,62.80174892,5.566876225,1.26,0.523809524,0,0.572847264
SrAuO3,4.13584,4.13584,4.13584,0,1.32,1.07,1.26,0.95,2.54,3.44,0.052066,2.30861025,1.461112979,0.783094864,0.849206349,70.74425666,7.806570144,0.9,0.849206349,0,0.564045756
SrBO3,5.804943,6.846787,7.057235,0.4524,1.32,0.41,1.26,0.95,2.04,3.44,0.052066,0.27972325,1.461112979,1.092581457,0.325396825,280.4912749,3.467507604,1.4,0.325396825,0.102070389,0.12499585
SrBeO3,3.733877,3.733877,3.733877,0,1.32,0.59,1.26,0.95,1.57,3.44,0.052066,-0.52,1.461112979,0.986276234,0.468253968,52.0571062,4.613479639,1.87,0.468253968,0,0.684475987
SrBiO3,5.954964347,6.14411663,8.505410727,0.3106,1.32,1.035,1.26,0.95,2.02,3.44,0.052066,0.94236213,1.461112979,0.795037487,0.821428571,311.1958718,7.355103194,1.42,0.821428571,0.206903629,0.12665893
SrCO3,4.371562498,4.371562498,8.370437804,4.2823,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,140.8457942,3.481020604,0.89,0.238095238,0.404723159,0.247679721
SrCO3,4.388278395,4.388278395,4.388278806,4.5332,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,74.53905777,3.288793327,0.89,0.238095238,5.40E-08,0.468004936
SrCO3,5.11695695,5.98602397,8.43766419,4.4416,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,258.4475691,3.794093427,0.89,0.238095238,0.264381018,0.134977655
SrCO3,6.916295304,6.916295304,6.916295009,4.6569,1.32,0.3,1.26,0.95,2.55,3.44,0.052066,1.262122611,1.461112979,1.169622457,0.238095238,148.7814343,3.295351426,0.89,0.238095238,2.46E-08,0.234469086
SrCaO3,4.376349,4.376349,4.376349,0,1.32,1.14,1.26,0.95,1,3.44,0.052066,0.024551,1.461112979,0.760254597,0.904761905,83.81772037,3.480772355,2.44,0.904761905,0,0.488887391
SrCeO3,6.00426811,6.17442523,8.60143538,2.2817,1.32,1.08,1.26,0.95,1.12,3.44,0.052066,0.60016027,1.461112979,0.779748305,0.857142857,318.8801925,5.743441229,2.32,0.857142857,0.209745812,0.125590174
SrCoO3,3.875452677,3.897168604,15.37347411,0,1.32,0.768333333,1.26,0.95,1.88,3.44,0.052066,0.66225547,1.461112979,0.899561725,0.60978836,232.1834069,5.565603438,1.56,0.60978836,0.859599733,0.157941863
SrCoO3,3.93834226,5.354912305,5.35492363,0,1.32,0.768333333,1.26,0.95,1.88,3.44,0.052066,0.66225547,1.461112979,0.899561725,0.60978836,112.9325384,5.721295147,1.56,0.60978836,0.167500768,0.324720229
SrCoO3,4.924415325,5.520515308,9.692115946,0,1.32,0.768333333,1.26,0.95,1.88,3.44,0.052066,0.66225547,1.461112979,0.899561725,0.60978836,262.5970297,4.921002986,1.56,0.60978836,0.387004487,0.139649256
SrCoO3,4.928848,5.500237099,9.631704486,0,1.32,0.768333333,1.26,0.95,1.88,3.44,0.052066,0.66225547,1.461112979,0.899561725,0.60978836,259.7974269,4.974032203,1.56,0.60978836,0.383763912,0.14115413
SrCoO3,5.490195545,6.736159543,6.736086111,0,1.32,0.768333333,1.26,0.95,1.88,3.44,0.052066,0.66225547,1.461112979,0.899561725,0.60978836,235.4673473,5.487982865,1.56,0.60978836,0.113804406,0.15573913
SrCoO3,5.494343434,5.494297472,5.494332827,0,1.32,0.768333333,1.26,0.95,1.88,3.44,0.052066,0.66225547,1.461112979,0.899561725,0.60978836,117.2806371,5.509182074,1.56,0.60978836,4.38E-06,0.312681451
SrCrO3,3.893204,3.893204,3.893204,0,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,59.00943858,5.279509213,1.78,0.746031746,1.40E-16,0.648213111
SrCrO3,5.505115734,5.505115734,13.533804,0,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,355.2085701,5.262387805,1.78,0.746031746,0.566577408,0.10768516
SrCrO3,5.512270994,5.512270994,9.157297,0,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,240.9677929,5.171494014,1.78,0.746031746,0.312824329,0.158737777
SrCrO3,5.531538,5.552581242,13.68560731,0.721,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,364.7309467,5.124997658,1.78,0.746031746,0.569448098,0.104873722
SrCrO3,5.537311429,5.537311429,9.282726,0.8294,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,248.0153496,5.024541829,1.78,0.746031746,0.318668623,0.154227115
SrCrO3,5.555374678,5.555374678,13.685607,0,1.32,0.94,1.26,0.95,1.66,3.44,0.052066,0.67592827,1.461112979,0.829368651,0.746031746,364.7311738,5.124994467,1.78,0.746031746,0.567905028,0.104873656
SrCuO3,3.835821727,8.521220225,10.816168,0,1.32,0.82,1.26,0.95,1.9,3.44,0.052066,1.235784,1.461112979,0.877216843,0.650793651,353.535814,5.61278244,1.54,0.650793651,0.460584125,0.104886444
SrCuO3,3.83837744,3.83846023,3.83836534,0,1.32,0.82,1.26,0.95,1.9,3.44,0.052066,1.235784,1.461112979,0.877216843,0.650793651,56.55239894,5.848026626,1.54,0.650793651,1.35E-05,0.65569481
SrCuO3,3.855893,5.409559,8.552606,0,1.32,0.82,1.26,0.95,1.9,3.44,0.052066,1.235784,1.461112979,0.877216843,0.650793651,178.3960775,5.561556162,1.54,0.650793651,0.40286506,0.207858351
SrDyO3,4.372935,4.372935,4.372935,0,1.32,1.131,1.26,0.95,1.22,3.44,0.052066,0.0153,1.461112979,0.763116283,0.897619048,83.62171416,5.919956587,2.22,0.897619048,0,0.488289472
SrErO3,4.334821,4.334821,4.334821,0,1.32,1.03,1.26,0.95,1.24,3.44,0.052066,0.312,1.461112979,0.796773377,0.817460317,81.45420437,6.174505379,2.2,0.817460317,0,0.483078241
SrEuO3,4.383632,4.383632,4.383632,0,1.32,1.1985,1.26,0.95,1.2,3.44,0.052066,0.11613,1.461112979,0.742164341,0.951190476,84.23687861,5.669031021,2.24,0.951190476,0,0.49838824
SrFeO3,3.82881691,3.82881275,3.82881172,0,1.32,0.8525,1.26,0.95,1.83,3.44,0.052066,0.15323635,1.461112979,0.863721199,0.676587302,56.12970212,5.664240347,1.61,0.676587302,7.18E-07,0.665721602
SrGa3Pd,6.121312696,6.121312696,6.01136307,0,1.32,0.84625,0.76,0.95,2.2,1.81,0.052066,0.5621412,0.30116615,0.915800307,1.113486842,201.4820295,6.646193691,0.39,1.113486842,0.010432697,0.087794243
SrGe3Ir,5.964663145,5.964663145,5.964663145,0,1.32,0.765,0.77,0.95,2.2,2.01,0.052066,1.56405712,1.232676413,0.962916208,0.993506494,101.4141068,8.150196949,0.19,0.993506494,0,0.170058744
SrGe3Pd,6.042452392,6.042452392,6.042452392,0,1.32,0.84625,0.77,0.95,2.2,2.01,0.052066,0.5621412,1.232676413,0.914509747,1.099025974,103.3314291,6.620209163,0.19,1.099025974,0,0.173321807
