formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index
AlSiO3,3.559018,3.559018,3.559018,0,0.675,0.54,1.26,1.61,1.9,3.44,0.432835,1.38952128,1.461112979,0.760254597,0.428571429,45.08068987,3.796389443,1.54,0.428571429,0,0.600818205
AlSiP3,5.89959,6.142514,9.906489,0.2886,0.675,0.54,0.55,1.61,1.9,2.19,0.432835,1.38952128,0.74660911,0.794804251,0.981818182,358.9944607,2.738096782,0.29,0.981818182,0.30706442,0.011249652
AlSiTe3,6.88931547,6.88931598,7.41726321,1.2504,0.675,0.54,1.293333333,1.61,1.9,2.1,0.432835,1.38952128,1.9708757,0.759290215,0.417525773,304.8783184,4.769741105,0.2,0.417525773,0.043141933,0.095558059
AlSnO3,3.432207724,3.432207724,12.470372,0,0.83,0.675,1.26,1.96,1.61,3.44,1.1120702,0.432835,1.461112979,0.763863762,0.535714286,127.2205277,5.056249705,1.83,0.535714286,0.80965771,0.226542146
AlSnO3,4.036563,4.036563,4.036563,0,0.83,0.675,1.26,1.96,1.61,3.44,1.1120702,0.432835,1.461112979,0.763863762,0.535714286,65.77111511,4.890131134,1.83,0.535714286,0,0.438198611
AlSnO3,5.216532,5.317443,10.20113089,0,0.83,0.675,1.26,1.96,1.61,3.44,1.1120702,0.432835,1.461112979,0.763863762,0.535714286,255.8997039,5.027428681,1.83,0.535714286,0.412224922,0.112625419
AlSnO3,5.768707415,5.768707415,12.34695,0,0.83,0.675,1.26,1.96,1.61,3.44,1.1120702,0.432835,1.461112979,0.763863762,0.535714286,355.8339448,5.423249509,1.83,0.535714286,0.477042218,0.080995115
AlTlO3,5.25126,5.360468,7.612391,1.2082,1.3325,0.675,1.26,1.62,1.61,3.44,0.32005319,0.432835,1.461112979,0.947520001,0.535714286,214.2828019,8.659458159,1.83,0.535714286,0.219400401,0.169570746
AlVO3,3.177693368,3.177693368,12.057972,0,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,105.4457149,3.965967441,1.83,0.535714286,0.83532255,0.269280379
AlVO3,3.640495,3.640495,3.640495,0,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,48.24822233,4.333779068,1.83,0.535714286,0,0.588507942
AlVO3,3.822983,3.822983,3.822983,0,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,55.87365739,3.742320546,1.83,0.535714286,1.42E-16,0.508190503
AlVO3,4.881115205,9.448927602,4.881240366,1.569,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,186.1127753,4.493987814,1.83,0.535714286,0.411819174,0.152565895
AlVO3,5.036054,5.052761,7.862989,1.6792,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,200.0814392,4.180240544,1.83,0.535714286,0.271949866,0.141914523
AlVO3,5.057769,5.233691,6.978992,0,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,184.7395021,4.527394166,1.83,0.535714286,0.184491352,0.153700003
AlVO3,5.83721,5.879806871,13.21320636,0,0.7775,0.675,1.26,1.63,1.61,3.44,0.527662,0.432835,1.461112979,0.744675796,0.535714286,430.7647228,3.883273164,1.83,0.535714286,0.510981013,0.065916405
AlWN3,6.041277348,5.536363468,11.22075316,1.5971,0.766666667,0.675,0.63,2.36,1.61,3.04,0.81650082,0.432835,-0.07,0.756890139,1.071428571,337.3770937,4.977853286,1.43,1.071428571,0.414012422,0.018726896
AlWO3,3.368787144,3.368787144,12.216701,0,0.766666667,0.675,1.26,2.36,1.61,3.44,0.81650082,0.432835,1.461112979,0.740716375,0.535714286,120.0692484,7.158873612,1.83,0.535714286,0.808526631,0.23580816
AlWO3,3.94423652,3.94423652,3.94423652,0,0.766666667,0.675,1.26,2.36,1.61,3.44,0.81650082,0.432835,1.461112979,0.740716375,0.535714286,61.36049435,7.004185539,1.83,0.535714286,0,0.461425691
AlWO3,4.870761,5.936013,8.690316,0.8599,0.766666667,0.675,1.26,2.36,1.61,3.44,0.81650082,0.432835,1.461112979,0.740716375,0.535714286,251.2622428,6.841939836,1.83,0.535714286,0.30328189,0.112684294
AlWO3,5.603850469,5.603850469,11.993558,0.5902,0.766666667,0.675,1.26,2.36,1.61,3.44,0.81650082,0.432835,1.461112979,0.740716375,0.535714286,326.1757905,7.905803552,1.83,0.535714286,0.477012826,0.086803832
AsCF3,10.713548,10.713548,6.487277,3.3193,0.66,0.3,0.705,2.18,2.55,3.98,0.8044863,1.262122611,3.401189824,0.960543816,0.425531915,744.6103725,2.56775636,1.43,0.425531915,0.262234659,0.007682739
BIrO3,3.415662,3.415662,3.415662,0,0.765,0.41,1.26,2.2,2.04,3.44,1.56405712,0.27972325,1.461112979,0.857549399,0.325396825,39.84966404,10.46028422,1.4,0.325396825,1.59E-16,0.685111701
BMoN3,10.23183148,5.675402438,8.672908339,1.0201,0.775,0.41,0.63,2.16,2.04,3.04,0.747238,0.27972325,-0.07,0.955418344,0.650793651,309.5160734,3.192599606,1,0.650793651,0.282637304,0.017384219
BOsO3,3.407419,3.407419,3.407419,0,0.673,0.41,1.26,2.2,2.04,3.44,1.07766124,0.27972325,1.461112979,0.81858913,0.325396825,39.56185275,10.45298165,1.4,0.325396825,1.60E-16,0.674968235
BPbO3,3.565976,3.565976,3.565976,0,1.1225,0.41,1.26,2.33,2.04,3.44,0.3567212,0.27972325,1.461112979,1.008943923,0.325396825,45.34560992,9.741156187,1.4,0.325396825,1.53E-16,0.691370271
BPdO3,3.428706,3.428706,3.428706,0,0.84625,0.41,1.26,2.2,2.04,3.44,0.5621412,0.27972325,1.461112979,0.891957245,0.325396825,40.30795289,6.806833935,1.4,0.325396825,0,0.693776378
BPtO3,3.447224,3.447224,3.447224,0,0.805,0.41,1.26,2.28,2.04,3.44,2.125105,0.27972325,1.461112979,0.874488646,0.325396825,40.96458072,10.29180746,1.4,0.325396825,0,0.674028298
BSbO3,3.520705,3.520705,3.520705,1.4054,0.83,0.41,1.26,2.05,2.04,3.44,1.04740119,0.27972325,1.461112979,0.885075676,0.325396825,43.64041894,6.870745471,1.4,0.325396825,0,0.63751124
BSbO3,4.84604,6.047189486,6.220887138,3.762,0.83,0.41,1.26,2.05,2.04,3.44,1.04740119,0.27972325,1.461112979,0.885075676,0.325396825,155.7272771,3.850863079,1.4,0.325396825,0.131239127,0.178653721
BSbO3,5.020640339,5.020640339,13.02491185,3.7211,0.83,0.41,1.26,2.05,2.04,3.44,1.04740119,0.27972325,1.461112979,0.885075676,0.325396825,313.2766235,3.828465813,1.4,0.325396825,0.60104436,0.088807321
BTeO3,3.542919,3.542919,3.542919,0,1.293333333,0.41,1.26,2.1,2.04,3.44,1.9708757,0.27972325,1.461112979,1.081288625,0.325396825,44.47169373,6.960377107,1.4,0.325396825,0,0.775506276
Ba3AsN,5.487585,5.487585,5.487585,0,0.66,0.63,1.49,2.18,3.04,0.89,0.8044863,-0.07,0.144626,0.717221318,0.422818792,165.25088,5.033434384,2.15,0.422818792,0,0.265176004
Ba3AsN,6.186616,6.186616,6.186616,0,0.66,0.63,1.49,2.18,3.04,0.89,0.8044863,-0.07,0.144626,0.717221318,0.422818792,236.7878866,3.51276188,2.15,0.422818792,0,0.185062541
Ba3AsP,6.070904,6.070904,6.070904,0,0.66,0.55,1.49,2.18,2.19,0.89,0.8044863,0.74660911,0.144626,0.745347644,0.369127517,223.7484813,3.843395611,1.3,0.369127517,0,0.194281022
Ba3AsP,6.166984,6.166984,6.166984,0,0.66,0.55,1.49,2.18,2.19,0.89,0.8044863,0.74660911,0.144626,0.745347644,0.369127517,234.5408339,3.666542479,1.3,0.369127517,0,0.185341217
Ba3BiAs,6.247728,6.247728,6.247728,0,1.035,0.66,1.49,2.02,2.18,0.89,0.94236213,0.8044863,0.144626,0.830564784,0.44295302,243.8744718,4.738261036,1.29,0.44295302,1.74E-16,0.194433471
Ba3BiAs,6.55372712,6.55372712,6.55372712,0,1.035,0.66,1.49,2.02,2.18,0.89,0.94236213,0.8044863,0.144626,0.830564784,0.44295302,281.4913563,4.105067105,1.29,0.44295302,1.66E-16,0.168450501
Ba3BiN,5.61211,5.61211,5.61211,0,1.035,0.63,1.49,2.02,3.04,0.89,0.94236213,-0.07,0.144626,0.842318059,0.422818792,176.7577743,5.965165267,2.15,0.422818792,0,0.267374345
Ba3BiN,6.61,6.61,6.61,0,1.035,0.63,1.49,2.02,3.04,0.89,0.94236213,-0.07,0.144626,0.842318059,0.422818792,288.804781,3.650872165,2.15,0.422818792,0,0.163641661
Ba3BiN,7.72798537,7.727984757,6.77933811,0.6466,1.035,0.63,1.49,2.02,3.04,0.89,0.94236213,-0.07,0.144626,0.842318059,0.422818792,350.6311547,6.014236453,2.15,0.422818792,0.073896197,0.134786922
Ba3BiP,6.142485,6.142485,6.142485,0,1.035,0.55,1.49,2.02,2.19,0.89,0.94236213,0.74660911,0.144626,0.87535014,0.369127517,231.7567083,4.67112177,1.3,0.369127517,0,0.20241058
Ba3BiP,6.54121913,6.54121913,6.54121913,0,1.035,0.55,1.49,2.02,2.19,0.89,0.94236213,0.74660911,0.144626,0.87535014,0.369127517,279.8827256,3.867919333,1.3,0.369127517,1.66E-16,0.167605948
Ba3BiSb,6.537631,6.537631,6.537631,0,1.035,0.83,1.49,2.02,2.05,0.89,0.94236213,1.04740119,0.144626,0.769704433,0.55704698,279.4223963,4.413811908,1.16,0.55704698,0,0.173959554
Ba3BiSb,6.586375,6.586375,6.586375,0,1.035,0.83,1.49,2.02,2.05,0.89,0.94236213,1.04740119,0.144626,0.769704433,0.55704698,285.7191582,4.316539039,1.16,0.55704698,0,0.170125783
Ba3LiN,8.289066234,8.289066234,6.942235,0,0.9,0.63,1.49,0.98,3.04,0.89,0.61804922,-0.07,0.144626,0.797283232,0.422818792,413.0866446,3.480601607,2.15,0.422818792,0.099181279,0.110557764
Ba3NaN,8.543396245,8.543394286,6.98639627,0,1.16,0.63,1.49,0.93,3.04,0.89,0.54792625,-0.07,0.144626,0.884016973,0.422818792,441.6159639,3.376438755,2.15,0.422818792,0.112025109,0.111306152
Ba3PN,5.450726,5.450726,5.450726,0,0.63,0.55,1.49,3.04,2.19,0.89,-0.07,0.74660911,0.144626,0.734947444,0.369127517,161.9433257,4.685604402,1.3,0.369127517,0,0.267459108
Ba3PN,6.06005,6.06005,6.06005,0,0.63,0.55,1.49,3.04,2.19,0.89,-0.07,0.74660911,0.144626,0.734947444,0.369127517,222.5505246,3.409573449,1.3,0.369127517,0,0.194621952
Ba3SbAs,6.217785,6.217785,6.217785,0.1487,0.83,0.66,1.49,2.05,2.18,0.89,1.04740119,0.8044863,0.144626,0.763132792,0.44295302,240.3848551,4.204541194,1.29,0.44295302,0,0.187899813
Ba3SbAs,6.492956,6.492956,6.492956,0,0.83,0.66,1.49,2.05,2.18,0.89,1.04740119,0.8044863,0.144626,0.763132792,0.44295302,273.7331402,3.692311515,1.29,0.44295302,0,0.165008407
Ba3SbN,5.573581,5.573581,5.573581,0,0.83,0.63,1.49,2.05,3.04,0.89,1.04740119,-0.07,0.144626,0.773931841,0.422818792,173.1422078,5.253233547,2.15,0.422818792,0,0.259967826
Ba3SbN,6.52,6.52,6.52,0,0.83,0.63,1.49,2.05,3.04,0.89,1.04740119,-0.07,0.144626,0.773931841,0.422818792,277.167808,3.281609293,2.15,0.422818792,0,0.16239766
Ba3SbN,7.62952326,7.629524376,6.73699565,0.4555,0.83,0.63,1.49,2.05,3.04,0.89,1.04740119,-0.07,0.144626,0.773931841,0.422818792,339.6188492,5.356336708,2.15,0.422818792,0.07028101,0.132535056
Ba3SbP,6.113177,6.113177,6.113177,0.2992,0.83,0.55,1.49,2.05,2.19,0.89,1.04740119,0.74660911,0.144626,0.804282109,0.369127517,228.4551283,4.1046613,1.3,0.369127517,0,0.195490989
Ba3SbP,6.483458,6.483458,6.483458,0,0.83,0.55,1.49,2.05,2.19,0.89,1.04740119,0.74660911,0.144626,0.804282109,0.369127517,272.5336329,3.440789725,1.3,0.369127517,0,0.163873054
BaAlO3,3.956853,3.956853,3.956853,0,1.49,0.675,1.26,0.89,1.61,3.44,0.144626,0.432835,1.461112979,1.005083897,0.535714286,61.95120364,5.690666409,1.83,0.535714286,0,0.650221748
BaAuO3,4.211679,4.211679,4.211679,0,1.49,1.07,1.26,0.89,2.54,3.44,0.144626,2.30861025,1.461112979,0.834694138,0.849206349,74.7077729,8.497247242,0.9,0.849206349,0,0.590637586
BaBO3,3.773902,3.773902,3.773902,0,1.49,0.41,1.26,0.89,2.04,3.44,0.144626,0.27972325,1.461112979,1.164573258,0.325396825,53.74918147,6.05947502,1.4,0.325396825,0,0.730847709
BaBeO3,3.894084,3.894084,3.894084,0,1.49,0.59,1.26,0.89,1.57,3.44,0.144626,-0.52,1.461112979,1.051263428,0.468253968,59.0494622,5.4649916,1.87,0.468253968,0,0.674926724
BaBiO3,4.331788,6.284164336,7.579851987,0.1011,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,194.2178691,6.742529469,1.42,0.821428571,0.269577298,0.224685593
BaBiO3,4.428113,4.428113,4.428113,0,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,86.82725776,7.540948199,1.42,0.821428571,0,0.502583616
BaBiO3,4.436474421,4.436474421,4.436474332,0,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,87.3198258,7.498409977,1.42,0.821428571,1.15E-08,0.499748559
BaBiO3,6.155718111,6.155718113,6.155717889,0,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,167.3871072,7.823300896,1.42,0.821428571,2.09E-08,0.260700826
BaBiO3,6.168362634,6.168135864,6.189354802,0,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,167.3116005,7.826831504,1.42,0.821428571,0.001973322,0.260818479
BaBiO3,6.17435169,6.217179422,8.71828688,0,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,334.6660467,7.825829473,1.42,0.821428571,0.20699408,0.130392544
BaBiO3,6.261625709,6.261625709,6.261625709,0,1.49,1.035,1.26,0.89,2.02,3.44,0.144626,0.94236213,1.461112979,0.847423678,0.821428571,173.5986382,7.543375453,1.42,0.821428571,1.74E-16,0.251372693
BaCaO3,4.464426,4.464426,4.464426,0,1.49,1.14,1.26,0.89,1,3.44,0.144626,0.024551,1.461112979,0.810348892,0.904761905,88.98091886,4.206416658,2.44,0.904761905,0,0.507970115
BaCd3Ga,6.754915387,6.754915387,6.754915387,0,1.49,0.76,1.09,0.89,1.81,1.69,0.144626,0.30116615,-0.72,0.986276234,0.697247706,134.4809527,6.720678033,0.12,0.697247706,0,0.237720632
BaCdO3,4.302665,4.302665,4.302665,0,1.49,1.09,1.26,0.89,1.69,3.44,0.144626,-0.72,1.461112979,0.827590358,0.865079365,79.65491919,6.206805514,1.75,0.865079365,0,0.557635056
BaCeO3,4.474193,4.474193,4.474193,2.299,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,89.56619858,6.033613518,2.32,0.857142857,0,0.494276195
BaCeO3,6.209312551,6.209312551,6.209312818,2.2279,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,172.4445509,6.267612674,2.32,0.857142857,2.48E-08,0.256722753
BaCeO3,6.230307604,6.235577713,6.235577655,2.2112,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,172.2671111,6.274068486,2.32,0.857142857,0.000488093,0.256987184
BaCeO3,6.25973589,6.24763379,8.81258554,2.2207,1.49,1.08,1.26,0.89,1.12,3.44,0.144626,0.60016027,1.461112979,0.831127069,0.857142857,344.6473317,6.272009405,2.32,0.857142857,0.207888954,0.128451422
BaCoO3,3.981593,3.981593,3.981593,0,1.49,0.768333333,1.26,0.89,1.88,3.44,0.144626,0.66225547,1.461112979,0.958835172,0.60978836,63.12052358,6.425811832,1.56,0.60978836,0,0.647866944
BaCoO3,5.683698159,5.68449177,9.415556622,0,1.49,0.768333333,1.26,0.89,1.88,3.44,0.144626,0.66225547,1.461112979,0.958835172,0.60978836,263.4501234,6.15829064,1.56,0.60978836,0.310968057,0.155223692
BaCoO3,5.726482658,5.722637803,9.707627869,1.1424,1.49,0.768333333,1.26,0.89,1.88,3.44,0.144626,0.66225547,1.461112979,0.958835172,0.60978836,275.3943445,5.891197337,1.56,0.60978836,0.326084038,0.148491432
BaCrO3,5.728244153,5.728244153,13.952037,0,1.49,0.94,1.26,0.89,1.66,3.44,0.144626,0.67592827,1.461112979,0.884016973,0.746031746,396.4708704,5.963837236,1.78,0.746031746,0.560600305,0.107127448
BaCrO3,5.750352942,5.750352942,9.452074,0,1.49,0.94,1.26,0.89,1.66,3.44,0.144626,0.67592827,1.461112979,0.884016973,0.746031746,270.6740992,5.82370151,1.78,0.746031746,0.306000874,0.156915319
BaCuO3,4.003691,4.003691,4.003691,0,1.49,0.82,1.26,0.89,1.9,3.44,0.144626,1.235784,1.461112979,0.935017952,0.650793651,64.17733153,6.439350785,1.54,0.650793651,0,0.643581377
BaDyO3,4.428139,4.428139,4.428139,0,1.49,1.131,1.26,0.89,1.22,3.44,0.144626,0.0153,1.461112979,0.813399139,0.897619048,86.8287872,6.651910634,2.22,0.897619048,0,0.51888118
BaErO3,4.395468,4.395468,4.395468,0,1.49,1.03,1.26,0.89,1.24,3.44,0.144626,0.312,1.461112979,0.849273948,0.817460317,84.92105246,6.894401581,2.2,0.817460317,0,0.513076245
BaEuO3,4.437278,4.437278,4.437278,0,1.49,1.1985,1.26,0.89,1.2,3.44,0.144626,0.11613,1.461112979,0.791066643,0.951190476,87.36750141,6.410643366,2.24,0.951190476,0,0.528856724
BaFeO3,3.95157012,3.95156495,3.95156495,0,1.49,0.8525,1.26,0.89,1.83,3.44,0.144626,0.15323635,1.461112979,0.920633061,0.676587302,61.70323615,6.490300409,1.61,0.676587302,7.55E-07,0.674016126
BaFeO3,5.644466396,5.644466656,13.69047446,0,1.49,0.8525,1.26,0.89,1.83,3.44,0.144626,0.15323635,1.461112979,0.920633061,0.676587302,377.7430169,6.361031509,1.61,0.676587302,0.557903326,0.110098597
BaGa3Sn,6.407779704,6.407779704,6.407779704,0,1.49,0.83,0.76,0.89,1.96,1.81,0.144626,1.1120702,0.30116615,1.000773932,1.092105263,129.0890084,5.984186777,0.15,1.092105263,1.70E-16,0.168625784
BaGe3Ir,6.060256348,6.060256348,6.060256348,0,1.49,0.765,0.77,0.89,2.2,2.01,0.144626,1.56405712,1.232676413,1.041239536,0.993506494,107.2538964,8.476012437,0.19,0.993506494,1.79E-16,0.200165936
BaGe3Pd,6.12048028,6.12048028,6.12048028,0,1.49,0.84625,0.77,0.89,2.2,2.01,0.144626,0.5621412,1.232676413,0.988895708,1.099025974,109.5883881,6.995413498,0.19,1.099025974,1.78E-16,0.201953979
BaGe3Pt,4.599647445,4.599647233,6.088497611,0,1.49,0.805,0.77,0.89,2.28,2.01,0.144626,2.125105,1.232676413,1.014795357,1.045454545,108.8676342,8.394102908,0.27,1.045454545,0.168681276,0.200044689
BaGe3Rh,6.07321281,6.07321281,6.07321281,0,1.49,0.745,0.77,0.89,2.28,2.01,0.144626,1.142892,1.232676413,1.054985272,0.967532468,106.6602964,7.132739648,0.27,0.967532468,0,0.199936678
BaGeAu3,6.137866082,6.137866082,6.137866082,0,1.49,0.77,1.07,0.89,2.01,2.54,0.144626,1.232676413,2.30861025,0.983949327,0.719626168,117.8649919,11.28299789,0.53,0.719626168,0,0.264395468
BaGeO3,3.980389,3.980389,3.980389,0,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,63.06327955,6.79256289,1.43,0.611111111,0,0.64865151
BaGeO3,4.64225534,5.75213457,12.94668869,3.5519,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,345.7138411,4.956252732,1.43,0.611111111,0.579466283,0.118323557
BaGeO3,7.770673,9.18334896,9.377144299,1.4284,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,567.9852833,4.525060473,1.43,0.611111111,0.099910803,0.072019633
BaGeO3,9.103894219,8.584391753,9.003481188,2.2342,1.49,0.77,1.26,0.89,2.01,3.44,0.144626,1.232676413,1.461112979,0.958047951,0.611111111,580.7472411,4.425621979,1.43,0.611111111,0.030971404,0.070436997
BaHfO3,4.170042393,4.169091207,4.170376634,3.5394,1.49,0.85,1.26,0.89,1.3,3.44,0.144626,0.17807,1.461112979,0.921723858,0.674603175,72.50319462,8.332451499,2.14,0.674603175,0.000159942,0.573301791
BaHfS3,3.883518,8.803535,14.515039,0.8665,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,496.2501199,5.514654764,1.28,0.965909091,0.586793314,0.050362456
BaHfS3,5.009601493,5.011652013,5.012407,0.8439,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,125.8433541,5.436616237,1.28,0.965909091,0.0002897,0.198599084
BaHfS3,5.011663892,5.011663892,5.011664263,0.8329,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,125.8768336,5.435170256,1.28,0.965909091,4.27E-08,0.198546263
BaHfS3,5.786308241,5.786308241,4.091538,0,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,118.6370499,5.766849582,1.28,0.965909091,0.187397805,0.210662478
BaHfS3,7.01916792,7.04466639,9.97598706,1.2524,1.49,0.85,0.88,0.89,1.3,2.58,0.144626,0.17807,2.07710426,0.968841723,0.965909091,493.2895788,5.547751677,1.28,0.965909091,0.21212396,0.050664713
BaIn3Pt,6.772628052,6.772628052,6.772628052,0,1.49,0.805,0.94,0.89,2.28,1.78,0.144626,2.125105,0.299,0.98483037,0.856382979,135.85713,8.273108485,0.5,0.856382979,0,0.194902215
BaInO3,4.281839716,4.281839716,8.649932,0,1.49,0.94,1.26,0.89,1.78,3.44,0.144626,0.299,1.461112979,0.884016973,0.746031746,158.5778698,6.285864601,1.66,0.746031746,0.439521817,0.267836317
BaInO3,4.285795,4.285795,4.285795,0,1.49,0.94,1.26,0.89,1.78,3.44,0.144626,0.299,1.461112979,0.884016973,0.746031746,78.72164877,6.331161973,1.66,0.746031746,0,0.539532814
BaIrO3,4.077295,4.077295,4.077295,0,1.49,0.765,1.26,0.89,2.2,3.44,0.144626,1.56405712,1.461112979,0.960413502,0.607142857,67.782316,9.249072757,1.24,0.607142857,0,0.602946053
BaIrO3,5.794282278,5.794282278,14.62414104,0,1.49,0.765,1.26,0.89,2.2,3.44,0.144626,1.56405712,1.461112979,0.960413502,0.607142857,426.1880021,8.826014379,1.24,0.607142857,0.583448509,0.095894487
BaIrO3,5.832748881,5.832748881,14.97434683,0,1.49,0.765,1.26,0.89,2.2,3.44,0.144626,1.56405712,1.461112979,0.960413502,0.607142857,427.2163394,8.804769593,1.24,0.607142857,0.59436203,0.095663663
BaLiO3,4.086802,4.086802,4.086802,0,1.49,0.9,1.26,0.89,0.98,3.44,0.144626,0.61804922,1.461112979,0.900387658,0.714285714,68.25756506,4.67736486,2.46,0.714285714,0,0.61601082
BaMgIn3,7.182609243,7.182609243,7.182609243,0,1.49,0.86,0.94,0.89,1.31,1.78,0.144626,-0.42,0.299,0.954738331,0.914893617,148.1612557,5.672033287,0.47,0.914893617,0,0.181950644
BaMnO3,4.033313,4.033313,4.033313,0,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,65.61237804,6.080659115,1.89,0.696428571,0,0.637441525
BaMnO3,4.88190519,5.722083173,9.909149846,1.8948,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,276.8088065,5.765228492,1.89,0.696428571,0.393832122,0.151093655
BaMnO3,5.66658882,5.666589081,9.25043075,0.7543,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,257.2383259,6.203842342,1.89,0.696428571,0.301569865,0.162588736
BaMnO3,5.691210413,5.691210504,14.05376615,0,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,394.2143439,6.072328581,1.89,0.696428571,0.569439567,0.106094705
BaMnO3,5.700109009,5.700109222,18.87427413,0.8359,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,531.0888446,6.009789265,1.89,0.696428571,0.753714476,0.078751521
BaMnO3,5.72570452,5.725705404,4.88273365,0,1.49,0.8775,1.26,0.89,1.55,3.44,0.144626,-0.52,1.461112979,0.909865423,0.696428571,138.6281264,5.755924358,1.89,0.696428571,0.089387554,0.301699629
