formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag
CaCeO3,5.840719,6.06215,8.512602,2.2817,1.14,1.08,1.26,1.0,1.12,3.44,0.024551,0.60016027,1.461112979,0.7253472600007255,0.8571428571428572,301.40837780939603,5.028686535488704,2.32,0.8571428571428572,0.2178979572651453,0.12149633242390812,0.4763695723188021,0.1452575347552266,0
CaCoO3,3.176926347789637,3.176926347789637,9.795631958911942,0.0,1.14,0.7683333333333334,1.26,1.0,1.88,3.44,0.024551,0.66225547,1.461112979,0.8368016047995221,0.6097883597883599,97.80442736496283,2.495948804483074,1.56,0.6097883597883599,0.7098637909548956,0.3398953833026167,-1.3743812320649165,1.6844118512024566,1
CaCoO3,3.76349,3.76349,3.76349,0.0,1.14,0.7683333333333334,1.26,1.0,1.88,3.44,0.024551,0.66225547,1.461112979,0.8368016047995221,0.6097883597883599,53.30553410603655,4.579540335701955,1.56,0.6097883597883599,1.4451904540843934e-16,0.6236364363553457,-1.8977303408809565,-0.009590443675023838,1
CaCoO3,5.300495,5.412624,7.48887,0.0,1.14,0.7683333333333334,1.26,1.0,1.88,3.44,0.024551,0.66225547,1.461112979,0.8368016047995221,0.6097883597883599,214.852583269424,4.544787683536706,1.56,0.6097883597883599,0.20311505247678008,0.15472596522714407,-0.12645770553335345,0.1574833861068378,1
CaCrO3,5.333433000043499,5.472255000132029,7.548760000087762,0.4069,1.14,0.94,1.26,1.0,1.66,3.44,0.024551,0.67592827,1.461112979,0.7715057220007714,0.7460317460317459,220.31739524847345,4.222917142537827,1.78,0.7460317460317459,0.2028208106170224,0.15805599582097893,-0.08276101529796961,0.15513732082848017,0
CaCuO3,3.803636,3.803636,3.803636,0.0,1.14,0.82,1.26,1.0,1.9,3.44,0.024551,1.235784,1.461112979,0.8160156675008161,0.6507936507936507,55.02966228172412,4.575252255317861,1.54,0.6507936507936507,1.4299369924046552e-16,0.6115412426951876,-1.8616157261859438,-0.018575530841737534,1
CaFeO3,3.83661,3.83661,3.83661,0.0,1.14,0.8525,1.26,1.0,1.83,3.44,0.024551,0.15323635,1.461112979,0.8034615803084959,0.6765873015873016,56.47327359803378,4.231856237217894,1.6099999999999999,0.6765873015873016,0.0,0.6009665569686646,-1.8319529128308563,-0.0259554507399895,1
CaFeO3,5.292470740010532,5.323392520007372,7.487766650022471,0.0,1.14,0.8525,1.26,1.0,1.83,3.44,0.024551,0.15323635,1.461112979,0.8034615803084959,0.6765873015873016,210.95958245175632,4.53142298319831,1.6099999999999999,0.6765873015873016,0.20856976849059874,0.16087701919262687,-0.16235015654026927,0.16498319887183197,1
CaFeO3,5.370985060783357,5.5027770051832015,7.669601040843129,0.0607,1.14,0.8525,1.26,1.0,1.83,3.44,0.024551,0.15323635,1.461112979,0.8034615803084959,0.6765873015873016,226.6302730514852,4.218090935409315,1.6099999999999999,0.6765873015873016,0.20882048264601819,0.14975293608391713,-0.03833149250864341,0.16675022473129997,1
CaFeO3,5.43404702439333,6.6551424974779465,6.655120537335068,0.0,1.14,0.8525,1.26,1.0,1.83,3.44,0.024551,0.15323635,1.461112979,0.8034615803084959,0.6765873015873016,227.34295850654132,4.204867864514493,1.6099999999999999,0.6765873015873016,0.11283319448992166,0.14928348349959228,0.24666149095941298,-0.15637123300280145,1
CaGa3Pt,6.188460025418093,6.188460025418093,6.188460025418093,0.0,1.14,0.805,0.76,1.0,2.28,1.81,0.024551,2.125105,0.30116615,0.8585979547292931,1.0592105263157896,96.63892594288887,7.634904639125258,0.46999999999999975,1.0592105263157896,0.0,0.14391030103144464,0.2837287861785189,-0.5523236438705603,1
CaGaAu3,9.193679420636036,9.193584560497486,9.193553570228634,0.0,1.14,0.76,1.07,1.0,1.81,2.54,0.024551,0.30116615,2.30861025,0.8540666713041328,0.7102803738317757,777.0655254461702,11.978818875534762,0.73,0.7102803738317757,7.1322163309693375e-06,0.030163479080048898,2.9871149771709,-1.2249475732723962,1
CaGeO3,3.783236999999999,3.783236999999999,3.783236999999999,0.5017,1.14,0.77,1.26,1.0,2.01,3.44,0.024551,1.232676413,1.461112979,0.8361145755673385,0.6111111111111112,54.1490255087543,4.928537978810958,1.4300000000000002,0.6111111111111112,1.4376471318191472e-16,0.614150740947585,-1.8799662972307205,-0.014010025109814079,1
CaGeO3,5.33181,5.374453,7.552712,2.028699999999999,1.14,0.77,1.26,1.0,2.01,3.44,0.024551,1.232676413,1.461112979,0.8361145755673385,0.6111111111111112,216.4272088717933,4.932384058856298,1.4300000000000002,0.6111111111111112,0.20868214729610873,0.15365750134259254,-0.11859782918585436,0.1616370207999795,1
CaGeO3,6.894019,6.950974516412644,9.566735407575823,3.58,1.14,0.77,1.26,1.0,2.01,3.44,0.024551,1.232676413,1.461112979,0.8361145755673385,0.6111111111111112,418.57112569596745,3.825522292658277,1.4300000000000002,0.6111111111111112,0.19566057929333514,0.07945044962787677,1.3637299384218862,-0.08204210852594547,1
CaGeO3,7.013544284949301,7.013544284949301,10.999716109269594,3.413499999999999,1.14,0.77,1.26,1.0,2.01,3.44,0.024551,1.232676413,1.461112979,0.8361145755673385,0.6111111111111112,438.5384044777961,3.651340808611135,1.4300000000000002,0.6111111111111112,0.27587429621685694,0.07583295738349621,1.658940062771909,0.20417745540253449,1
CaGeO3,7.3146163869145475,7.55744930079356,8.147430830744119,3.481299999999999,1.14,0.77,1.26,1.0,2.01,3.44,0.024551,1.232676413,1.461112979,0.8361145755673385,0.6111111111111112,436.38233200714,3.669381308468726,1.4300000000000002,0.6111111111111112,0.05581740972666116,0.07620763192870744,1.5180743832773256,-0.6199055557157496,1
CaGeO3,10.799284675375503,10.799258743001731,10.799357345881944,2.661399999999999,1.14,0.77,1.26,1.0,2.01,3.44,0.024551,1.232676413,1.461112979,0.8361145755673385,0.6111111111111112,969.4508785919636,4.40456402078852,1.4300000000000002,0.6111111111111112,4.733110485871727e-06,0.034303609261865715,4.431545187287316,-1.5842551037662533,1
CaHfO3,4.06701021,4.06701021,4.06701021,3.6612,1.14,0.85,1.26,1.0,1.3,3.44,0.024551,0.17807,1.461112979,0.8044135490055438,0.6746031746031745,67.27067539944997,6.580037829361946,2.1399999999999997,0.6746031746031745,0.0,0.5041689229720614,-1.6246890556645122,-0.07752138433435005,1
CaHfO3,5.54646636,5.72177289,7.94978423,4.4855,1.14,0.85,1.26,1.0,1.3,3.44,0.024551,0.17807,1.461112979,0.8044135490055438,0.6746031746031745,252.2913381939509,7.017975204441195,2.1399999999999997,0.6746031746031745,0.20915052020988775,0.13443102805880244,0.15210808088180222,0.1500157655347569,1
CaHfS3,6.560269,7.017853,9.598232,1.5238,1.14,0.85,0.88,1.0,1.3,2.58,0.024551,0.17807,2.07710426,0.8257638315441784,0.9659090909090908,441.8930364734302,4.731246841013688,1.28,0.9659090909090908,0.21201784720990557,0.03924467249672486,1.2683757363766908,0.0588137657697149,1
CaHgO3,4.190761,4.190761,4.190761,0.0,1.245,1.14,1.26,2.0,1.0,3.44,-0.52,0.024551,1.461112979,0.7381541725601132,0.9047619047619048,73.60014685629169,6.512779155765943,2.44,0.9047619047619047,0.0,0.5356890323873134,-1.5133650856786252,-0.1052180822643981,0
CaHoO3,4.311328,4.311328,4.311328,0.0,1.14,1.041,1.26,1.0,1.23,3.44,0.024551,0.338,1.461112979,0.7376412813566697,0.8261904761904761,80.13702098788315,5.242610785694643,2.21,0.8261904761904761,0.0,0.45008869682428804,-1.4049051955293301,-0.13220221528958592,0
CaInBr3,4.26679345,7.372794095444921,10.88832447,3.136,1.14,0.94,0.8825000000000001,1.0,1.78,2.96,0.024551,0.299,3.3635883,0.7848227503526367,1.065155807365439,327.873726444337,3.997038781356189,1.18,1.065155807365439,0.4411694556703415,0.055880786956024324,0.74524394385395,1.285493487060653,0
CaInI3,7.911487531242971,7.911487531242971,11.725476,2.783499999999999,1.14,0.94,1.2733333333333334,1.0,1.78,2.66,0.024551,0.299,3.059046537,0.771118419931494,0.7382198952879581,409.7901296905657,4.3407602345872345,0.8800000000000001,0.7382198952879581,0.23979648773664589,0.08694444279828058,2.439371854043501,-0.03744517760972518,0
CaInO3,4.162759,4.162759,4.162759,0.0,1.14,0.94,1.26,1.0,1.78,3.44,0.024551,0.299,1.461112979,0.7715057220007714,0.7460317460317459,72.13462947097263,4.670624191978828,1.66,0.7460317460317459,0.0,0.48274297044382053,-1.5385551778594087,-0.09895094703692038,0
CaIrO3,3.182001621497739,5.1508528105754285,7.327230540001787,0.0,1.14,0.765,1.26,1.0,2.2,3.44,0.024551,1.56405712,1.461112979,0.8381790560008383,0.6071428571428571,114.21872186793516,8.14993901333421,1.2399999999999998,0.6071428571428571,0.3972162505016908,0.2908336914288826,-1.040749874959942,1.0005985547887624,1
CaIrO3,3.953475,3.953475,3.953475,0.0,1.14,0.765,1.26,1.0,2.2,3.44,0.024551,1.56405712,1.461112979,0.8381790560008383,0.6071428571428571,61.792674200619054,7.532249004003523,1.2399999999999998,0.6071428571428571,1.3757415494070591e-16,0.537582374300409,-1.7268232748511652,-0.05211103813943219,1
CaIrO3,5.298261924363456,5.644990970336575,7.646285571930763,0.0,1.14,0.765,1.26,1.0,2.2,3.44,0.024551,1.56405712,1.461112979,0.8381790560008383,0.6071428571428571,228.6900073487555,8.140938278820864,1.2399999999999998,0.6071428571428571,0.20454287924716047,0.14525624838728307,-0.017103959250394467,0.18392000605143344,1
CaIrO3,5.585373795724687,5.585373795724687,7.49632,0.0,1.14,0.765,1.26,1.0,2.2,3.44,0.024551,1.56405712,1.461112979,0.8381790560008383,0.6071428571428571,113.08204138316108,8.231860744806733,1.2399999999999998,0.6071428571428571,0.17730990152153558,0.29375709975542563,0.04465024394398144,0.033841197377831284,1
CaIrO3,6.542983356302384,6.542983356302384,5.591699,0.0,1.14,0.765,1.26,1.0,2.2,3.44,0.024551,1.56405712,1.461112979,0.8381790560008383,0.6071428571428571,128.73544915681154,7.230919094170888,1.2399999999999998,0.6071428571428571,0.08821620768430596,0.2580381140448507,0.4515932483212302,-0.8562745884477087,1
CaLaO3,4.504726,4.504726,4.504726,0.0,1.172,1.14,1.26,1.1,1.0,3.44,0.5575462,0.024551,1.461112979,0.7166430928807167,0.9047619047619048,91.41240612908156,4.123203254325017,2.44,0.9047619047619047,0.0,0.4166461500345959,-1.2309278564971458,-0.17548667421122538,0
CaMgO3,3.945178,3.945178,3.945178,0.0,1.14,0.86,1.26,1.0,1.31,3.44,0.024551,-0.42,1.461112979,0.8006191454724987,0.6825396825396826,61.40444465533577,3.039085753463809,2.13,0.6825396825396826,0.0,0.5538304028741003,-1.7342871058212377,-0.05025408431533444,1
CaMnO3,3.801716,3.801716,3.801716,0.0,1.14,0.8775,1.26,1.0,1.55,3.44,0.024551,-0.52,1.461112979,0.7940643688428992,0.6964285714285714,54.946370694131424,4.322045985981163,1.89,0.6964285714285714,1.430659160768998e-16,0.6219451174305611,-1.8633429234213952,-0.018145815120119344,0
CaMnO3,5.333444,5.398953,7.571465,0.468599999999999,1.14,0.8775,1.26,1.0,1.55,3.44,0.024551,-0.52,1.461112979,0.7940643688428992,0.6964285714285714,218.02043676963348,4.357036329648904,1.89,0.6964285714285714,0.20874815224760818,0.15674506243583727,-0.1060261641532801,0.16416726725452035,0
CaMnO3,5.390920285987913,5.390920285987913,9.217627,0.0,1.14,0.8775,1.26,1.0,1.55,3.44,0.024551,-0.52,1.461112979,0.7940643688428992,0.6964285714285714,231.9933662023385,4.094612613977578,1.89,0.6964285714285714,0.3314113453510837,0.14730432827953957,0.17393478077977112,0.5296865302120729,0
CaMoN3,3.535271,4.295757,8.841433,0.0,1.14,0.775,0.63,1.0,2.16,3.04,0.024551,0.747238,-0.07,0.8909381024528483,1.2301587301587302,134.27188237425247,4.403590910704745,0.8799999999999999,1.2301587301587302,0.5162922551940441,0.08414179096081752,-0.9816283171412189,1.2561968557427412,1
CaMoN3,3.581524,4.403808,10.178184708230294,0.0,1.14,0.775,0.63,1.0,2.16,3.04,0.024551,0.747238,-0.07,0.8909381024528483,1.2301587301587302,157.61117288901912,3.751500797489906,0.8799999999999999,1.2301587301587302,0.5937395996164491,0.0716819528181873,-0.7124394471731974,1.5474437524566025,1
CaMoN3,3.7040494959886985,6.379600388823734,6.404047547032617,0.872599999999999,1.14,0.775,0.63,1.0,2.16,3.04,0.024551,0.747238,-0.07,0.8909381024528483,1.2301587301587302,140.0983293035419,4.220453189740689,0.8799999999999999,1.2301587301587302,0.28236243363672303,0.08064247956998444,-0.5415221026238832,0.5071122778001402,1
CaMoO3,5.42516888,5.631893147812191,7.807307135306946,1.131599999999999,1.14,0.775,1.26,1.0,2.16,3.44,0.024551,0.747238,1.461112979,0.8340602400008341,0.6150793650793651,238.54423915062333,5.123847720243391,1.2799999999999998,0.6150793650793651,0.2098728017346248,0.1395680721037589,0.051146540072195386,0.1705881819164759,1
CaMoO3,5.504775,5.730315555775004,7.986219258941993,1.1411,1.14,0.775,1.26,1.0,2.16,3.44,0.024551,0.747238,1.461112979,0.8340602400008341,0.6150793650793651,251.8958581900744,4.852260631561575,1.2799999999999998,0.6150793650793651,0.21416796559687834,0.1321703334422764,0.14542657626310695,0.17527535887570406,1
CaMoO3,5.526326,5.750526,7.915666603151626,1.105,1.14,0.775,1.26,1.0,2.16,3.44,0.024551,0.747238,1.461112979,0.8340602400008341,0.6150793650793651,251.53959017651147,4.859133129267733,1.2799999999999998,0.6150793650793651,0.20625783466415926,0.13235753284939314,0.14969646457226654,0.14877288153992269,1
CaNCl3,7.547444,7.846647,9.042313,1.4827,1.14,0.63,0.7799999999999999,1.0,3.04,3.16,0.024551,-0.07,3.61272528,0.9630142345541546,0.8076923076923078,535.505025319184,1.990069330767163,0.1200000000000001,0.8076923076923078,0.09710516553237299,0.024680753872298282,1.8533191633100552,-0.5185240658378488,1
CaNbO3,5.558866,5.716317,7.983121,0.0,1.14,0.82,1.26,1.0,1.6,3.44,0.024551,0.917407,1.461112979,0.8160156675008161,0.6507936507936507,253.6735705735613,4.738824683778576,1.8399999999999999,0.6507936507936507,0.21130809310455906,0.13266225559395928,0.1600408984260952,0.15307886099920123,1
CaNiO3,4.788972,5.195016148032651,5.195016,1.2293,1.14,0.74,1.26,1.0,1.91,3.44,0.024551,1.1571612,1.461112979,0.8486562942008486,0.5873015873015873,111.93005701039908,4.354802652635339,1.53,0.5873015873015873,0.04633301100979811,0.29519096464057043,-0.7618801176924376,-0.16358350974212604,1
CaNiO3,5.366558,5.410364,7.553309,0.0,1.14,0.74,1.26,1.0,1.91,3.44,0.024551,1.1571612,1.461112979,0.8486562942008486,0.5873015873015873,219.3105700852689,4.445141964557334,1.53,0.5873015873015873,0.2045911166896209,0.15065731436623125,-0.09233574332907254,0.1457384826950887,1
CaOsO3,3.952163,3.952163,3.952163,0.0,1.14,0.673,1.26,1.0,2.2,3.44,0.024551,1.07766124,1.461112979,0.8780716960174326,0.5341269841269841,61.7311750736624,7.486303590131466,1.2399999999999998,0.5341269841269841,0.0,0.5284230418145313,-1.7280035262953903,-0.051817399062993,1
CaOsO3,5.389272,5.638784,7.759873,0.0,1.14,0.673,1.26,1.0,2.2,3.44,0.024551,1.07766124,1.461112979,0.8780716960174326,0.5341269841269841,235.8143206324524,7.839020401094235,1.2399999999999998,0.5341269841269841,0.20799957490620738,0.1383299166043986,0.03270955873595866,0.1737538714331579,1
CaPS3,6.579950774831939,7.32515142,9.21303058477292,3.0848,1.14,0.55,0.88,1.0,2.19,2.58,0.024551,0.74660911,2.07710426,0.999000999000999,0.625,443.7788177109644,2.503227021928142,0.3900000000000001,0.625,0.17612603192510448,0.03485163343434593,1.3272368367723677,-0.055601361188703034,1
CaPSe3,6.9091705977034215,7.58328821,9.685920495026554,2.1335,1.14,0.55,1.0133333333333334,1.0,2.19,2.55,0.024551,0.74660911,2.020604712,0.9741150782760274,0.5427631578947368,507.1679981909675,4.032846886805643,0.3599999999999999,0.5427631578947368,0.17970472485029232,0.03939235978405027,1.6201498405289831,-0.0918001770838565,1
CaPbO3,5.67798819,5.92801194,8.17824295,0.933199999999999,1.14,1.1225,1.26,1.0,2.33,3.44,0.024551,0.3567212,1.461112979,0.7124082217845528,0.8908730158730159,275.27296614002546,7.124821189855321,1.1099999999999999,0.8908730158730159,0.208807588943884,0.13538484550420027,0.31320928552748967,0.1397227474138211,0
CaPd3C,4.281632,4.281632,4.281632,0.0,1.14,0.3,0.84625,1.0,2.55,2.2,0.024551,1.262122611,0.5621412,1.225476964272218,0.3545051698670605,78.49247308911087,7.856027456047484,0.34999999999999964,0.35450516986706054,0.0,0.1775279216489923,-1.431619179437642,-0.12555594546188867,0
CaPrO3,6.1052,6.322415,8.446265,0.019499999999999,1.14,1.06,1.26,1.0,1.13,3.44,0.024551,0.1092346,1.461112979,0.7316002536214211,0.8412698412698413,326.0225185540034,4.665157857585113,2.31,0.8412698412698413,0.18589897689474388,0.11144095044390337,0.660214246617408,0.008166786176807548,0
CaPtO3,3.149575090721813,5.196789836733268,7.368905550000002,1.2953,1.14,0.805,1.26,1.0,2.28,3.44,0.024551,2.125105,1.461112979,0.8219431420831464,0.638888888888889,114.94236831033714,8.18146661006258,1.1600000000000001,0.638888888888889,0.40278784655256433,0.29169807873222425,-1.0294229099048515,1.0214245341712516,1
CaReN3,7.343440263139998,7.343440263139998,6.214030245000838,1.8813,1.14,0.7125,0.63,1.0,1.9,3.04,0.024551,0.06039664,-0.07,0.9324156677439492,1.130952380952381,312.5301702485125,5.702247561747393,1.1400000000000001,1.130952380952381,0.09359379384951247,0.03475877848145739,1.1433844908067519,-1.07748179798651,1
CaRhO3,3.1131418205736985,5.142154487243004,7.297586080121481,0.0,1.14,0.745,1.26,1.0,2.28,3.44,0.024551,1.142892,1.461112979,0.8465399443399988,0.5912698412698413,111.34209089405522,5.696544250411836,1.1600000000000001,0.5912698412698413,0.4036307220047425,0.2970608954779111,-1.0744107626720198,1.0222540204142503,1
CaRhO3,3.1331254,8.87479077593977,12.453635766079026,0.0,1.14,0.745,1.26,1.0,2.28,3.44,0.024551,1.142892,1.461112979,0.8465399443399988,0.5912698412698413,335.78585891721,5.666693199260762,1.1600000000000001,0.5912698412698413,0.5766468924528189,0.09850141197734578,1.1203113198232126,2.044377800499877,1
CaRhO3,3.954209,3.954209,3.954209,0.0,1.14,0.745,1.26,1.0,2.28,3.44,0.024551,1.142892,1.461112979,0.8465399443399988,0.5912698412698413,61.82709777288515,5.129345954756469,1.1600000000000001,0.5912698412698413,0.0,0.5349657741799507,-1.7261629817413624,-0.052275314878842585,1
CaRhO3,5.30813379,5.58872343,7.62858879,0.0,1.14,0.745,1.26,1.0,2.28,3.44,0.024551,1.142892,1.461112979,0.8465399443399988,0.5912698412698413,226.3073630109768,5.605342568377662,1.1600000000000001,0.5912698412698413,0.20509797233322213,0.14615247504680937,-0.03684980984196272,0.1785161062557945,1
CaRuO3,3.929544,3.929544,3.929544,0.0,1.14,0.6609999999999999,1.26,1.0,2.2,3.44,0.024551,1.046272,1.461112979,0.8835567872991659,0.5246031746031745,60.67733082827061,5.176309671364111,1.2399999999999998,0.5246031746031745,0.0,0.5364950200118332,-1.7483511691436566,-0.046755034527948325,1
CaRuO3,5.35225118,5.54761917,7.67012603,0.0,1.14,0.6609999999999999,1.26,1.0,2.2,3.44,0.024551,1.046272,1.461112979,0.8835567872991659,0.5246031746031745,227.7433091928982,5.51646773750719,1.2399999999999998,0.5246031746031745,0.20768089538139548,0.14293761661909138,-0.028817097441831682,0.1723040038836741,1
CaSbO3,5.682461,5.900124,8.164977,0.0,1.14,0.8300000000000001,1.26,1.0,2.05,3.44,0.024551,1.04740119,1.461112979,0.8121112863166017,0.6587301587301588,273.7490171218,5.09139665742592,1.3900000000000001,0.6587301587301588,0.20885037623042585,0.12324588164290005,0.3025517254971111,0.1361552484583485,1
CaSbO3,8.156452,5.723962,5.924502994436327,0.0,1.14,0.8300000000000001,1.26,1.0,2.05,3.44,0.024551,1.04740119,1.461112979,0.8121112863166017,0.6587301587301588,276.59592149863045,5.038992705300844,1.3900000000000001,0.6587301587301588,0.20453039353119448,0.12197735520196613,0.8078556232035986,-1.3978514615362796,1
CaScO3,4.084749,4.084749,4.084749,0.0,1.14,0.885,1.26,1.0,1.36,3.44,0.024551,0.17938023,1.461112979,0.7912879200007913,0.7023809523809523,68.15474941663646,3.241227074842477,2.08,0.7023809523809523,0.0,0.5024861903472435,-1.6087315613685487,-0.0814915077434576,0
CaSeO3,5.38834087,6.42879274,8.34205588,4.2625,1.14,1.0133333333333334,1.26,1.0,2.55,3.44,0.024551,2.020604712,1.461112979,0.7466184406459079,0.8042328042328043,288.9732091579102,3.839388937745314,0.8900000000000001,0.8042328042328043,0.22295480335636733,0.12354753939533739,0.4144489496871825,0.27200044920065247,0
CaSeO3,6.39345179642068,6.694465491856851,6.80623043,4.2602,1.14,1.0133333333333334,1.26,1.0,2.55,3.44,0.024551,2.020604712,1.461112979,0.7466184406459079,0.8042328042328043,284.23135478673646,3.9034417697445982,0.8900000000000001,0.8042328042328043,0.032195006196308336,0.1256086928531222,0.6440430015107683,-0.5158287110773258,0
CaSi3Ir,5.762805690723411,5.762805690723411,5.762805690723411,0.0,1.14,0.765,0.54,1.0,2.2,1.9,0.024551,1.56405712,1.38952128,0.910435871173324,1.4166666666666663,86.74361441934843,6.05976746368529,0.30000000000000027,1.4166666666666665,0.0,0.11597323188375959,-0.09918214618735616,-0.45705783158237906,1
CaSi3Pt,5.75935407570608,5.75935407570608,5.75935407570608,0.0,1.14,0.805,0.54,1.0,2.28,1.9,0.024551,2.125105,1.38952128,0.8833597114358275,1.4907407407407407,88.07321687818975,6.022340464506421,0.3799999999999999,1.4907407407407407,1.8887395185458438e-16,0.11774013902261683,-0.1022871565601565,-0.4562853246876283,1
CaSiO3,3.607964,3.607964,3.607964,3.4579,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,46.96632581831585,4.10700725534391,1.54,0.4285714285714286,1.5074872759379173e-16,0.6814015421141465,-2.0376387144438652,0.02521787263769368,1
CaSiO3,5.092994,5.092994,3.624190999999999,3.514599999999999,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,94.00639676203232,4.103785434537042,1.54,0.4285714285714286,0.1842149491552276,0.34043350178656506,-0.9349698099595841,-0.6539418979135598,1
CaSiO3,5.098644723674028,5.098644723674028,5.098644723674028,3.6753,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,93.99326291098971,4.104358864003566,1.54,0.4285714285714286,0.0,0.34048107118424215,-0.696649326490637,-0.3084117851103093,1
CaSiO3,5.101694,5.115749,7.206447,3.7183,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,188.0809592100086,4.102298110406588,1.54,0.4285714285714286,0.2085314078023719,0.17015505968523828,-0.35453099499912455,0.18714847452110736,1
CaSiO3,5.115179345513606,5.115179345513606,5.115179345513606,3.6891,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,93.9518266932576,4.106169037509772,1.54,0.4285714285714286,0.0,0.34063123588349076,-0.6817750800684761,-0.31211240331628876,1
CaSiO3,6.249192301130843,6.249192301130843,6.249192301130843,3.724199999999999,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,187.8658981142353,4.106994251301068,1.54,0.4285714285714286,0.0,0.17034984614704213,0.33836244175858304,-0.5659161509973467,1
CaSiO3,6.250552208220646,6.250552208220646,6.250552208220646,3.529899999999999,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,187.989360397809,4.10429697690311,1.54,0.4285714285714286,0.0,0.17023796863989366,0.3395857895533635,-0.5662205121725701,1
CaSiO3,6.251087411920185,6.251087411920185,6.251087411920185,3.556599999999999,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,188.0376543147348,4.1032428658105,1.54,0.4285714285714286,0.0,0.17019424623575566,0.340067249110784,-0.566340296257966,1
CaSiO3,6.740481,6.786039015396316,9.412129480334404,4.733700000000001,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,390.2425615855172,2.965709943717648,1.54,0.4285714285714286,0.20003293634298164,0.08200778180117291,1.2212616918021184,-0.04735966889177308,1
CaSiO3,6.909451753255464,6.909451753255464,10.61770468502044,4.7336,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,410.0947287636344,2.8221436760360623,1.54,0.4285714285714286,0.2628385426811838,0.0780378887983253,1.5211684361373639,0.16185581209246255,1
CaSiO3,7.084383562575756,7.325270900936239,7.933160089358137,4.8413,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,398.6826269045318,2.902926205593484,1.54,0.4285714285714286,0.05873195393808554,0.0802716865003984,1.3127824816181488,-0.5645108182711952,1
CaSiO3,7.32539354,7.084213614505755,15.434579760132216,5.1355,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,797.3329242079571,2.90304391106308,1.54,0.4285714285714286,0.4777808342474824,0.040137470645435186,2.5057605079311545,1.1199424256710522,1
CaSiO3,9.57996,8.363182,14.759968878077826,3.0437,1.14,0.54,1.26,1.0,1.9,3.44,0.024551,1.38952128,1.461112979,0.9429514380009428,0.4285714285714286,1157.9363364694275,1.998980788330364,1.54,0.4285714285714286,0.31160883327375133,0.02763789841643063,3.711108562359939,-0.027358644340358916,1
CaSnO3,4.066424,4.066424,4.066424,1.390499999999999,1.14,0.83,1.26,1.0,1.96,3.44,0.024551,1.1120702,1.461112979,0.8121112863166017,0.6587301587301587,67.24159084581586,5.106609751710353,1.48,0.6587301587301587,0.0,0.5017495651079317,-1.6252163995662805,-0.07739018451499058,1
CaSnO3,4.349933,4.349933,4.349933,0.0,1.14,0.83,1.26,1.0,1.96,3.44,0.024551,1.1120702,1.461112979,0.8121112863166017,0.6587301587301587,82.30907163608116,4.171794878843436,1.48,0.6587301587301587,0.0,0.40989939861335944,-1.3701768365321454,-0.14084241082764687,1
CaSnO3,5.52398931,5.6962779,7.90708393,2.3301,1.14,0.83,1.26,1.0,1.96,3.44,0.024551,1.1120702,1.461112979,0.8121112863166017,0.6587301587301587,248.80571219239832,5.520396786842774,1.48,0.6587301587301587,0.2084355276397897,0.13560154494348617,0.12757033550112284,0.15042275620034762,1
CaSnO3,6.015841626804902,6.015841560999726,6.015841483789569,2.937899999999999,1.14,0.83,1.26,1.0,1.96,3.44,0.024551,1.1120702,1.461112979,0.8121112863166017,0.6587301587301587,134.53390939302432,5.104684240322317,1.48,0.6587301587301587,1.1899152923516692e-08,0.25078018706414656,0.1284443534711996,-0.5136899036496329,1
CaSnS3,3.843455999999999,8.306908,13.790834,0.8249000000000001,1.14,0.83,0.88,1.0,1.96,2.58,0.024551,1.1120702,2.07710426,0.8354218880534671,0.943181818181818,440.30320339824056,3.846524209235946,0.6200000000000001,0.9431818181818181,0.5761960565007141,0.038983596673422265,1.3902238519901875,2.097466043089755,1
